Entry Name	Total #Tryptic Peptides	# Detectable Tryptic Peptides	Detectable(%)	mean m/z	mean gravy	mean mass
P00363	16	10		897.551238265664	0.0405257416731874	2174.334482
P00393	20	13		765.80373344617	-0.0592532950687583	1651.46262384615
P00550	13	4		1177.52460059524	0.896773504273504	2820.7331725
P00561	20	14		715.767834958333	0.292941667250878	1530.78751357143
P00803	21	7		928.013767916666	0.242673469387755	1870.55137714286
P00804	11	7		1105.98927185185	0.813958365164247	2450.55283142857
P00811	18	12		919.028075	-0.173015052874967	1857.03012416667
P02918	23	14		740.923202892157	0.163526790669648	1547.15288
P02925	22	12		811.196731333333	0.244366148827536	1685.87656333333
P02930	18	11		828.19088	-0.585725781395638	1656.38176
P02931	18	9		954.507396666667	-0.173151250982133	1909.01479333333
P03961	12	5		1100.91444930556	0.0242410729367251	2813.666446
P04825	24	13		789.906196342592	-0.329348030137504	1648.73893538462
P04968	21	13		759.85632254902	0.232426570828862	1649.30430615385
P04983	29	14		703.838525888889	0.075418051836119	1352.33200785714
P05458	21	11		835.583292111111	-0.150757414995383	1889.31172454545
P06136	25	10		828.675871805556	-0.464547739297739	1746.371615
P06149	25	11		799.788247777778	-0.0859297565179919	1706.39597636364
P06282	20	15		770.291382561403	-0.200961329030447	1578.46956866667
P06611	20	8		838.361177416667	-0.195715262066365	1824.7935325
P06616	25	10		775.185423697917	0.0734370199116329	1856.843903
P06709	20	10		914.012339242424	0.160401394901395	1841.342189
P07000	25	14		709.094487261905	-0.0242929234630916	1528.32853642857
P07001	21	11		773.433810909091	0.0708811080546723	1546.86762181818
P07003	15	10		939.361778973684	0.067204365079365	2232.485125
P07014	23	16		676.969565964912	-0.336788452560511	1417.9919925
P07109	26	10		803.211322388889	-0.0428499417249417	1882.664219
P07650	17	13		780.228763645833	0.20115748602101	1550.69863
P07654	15	9		801.170483703704	0.687967372134039	1794.6342
P07821	23	12		742.571804875	0.0506993994567524	1625.25196083333
