Entry Name	Peptide Sequence	MW	Charges	m/z	GRAVY
P75616	2	2	138.567725
P75616	2	2	1531.369055
P75616	2	2	350.188105
P75616	2	2	201.58549
P75616	3	2	647.76831
P75616	3	3	431.84554
P75616	3	2	413.680445
P75616	3	3	275.786963333333
P75616	3	2	458.701915
P75616	3	3	305.801276666667
P75616	2	2	172.58275
P75616	4	2	644.83378
P75616	4	3	429.889186666667
P75616	4	4	322.41689
P75616	4	2	210.10639
P75616	4	3	140.070926666667
P75616	4	4	105.053195
P75616	6	2	651.293005
P75616	6	3	434.195336666667
P75616	6	4	325.6465025
P75616	6	5	260.517202
P75616	6	6	217.097668333333
P75616	4	2	224.109465
P75616	4	3	149.40631
P75616	4	4	112.0547325
P03959	3	2	1520.87718
P03959	3	3	1013.91812
P03959	2	2	796.93101
P03959	2	2	266.660995
P03959	2	2	358.18556
P03959	2	2	353.15014
P03959	3	2	5077.113215
P03959	3	3	3384.74214333333
P03959	2	2	246.627155
P03959	2	2	844.92013
P03959	2	2	2930.11512
P04816	2	2	138.567725
P04816	2	2	165.5875
P04816	3	2	1077.563745
P04816	3	3	718.37583
P04816	2	2	1181.054605
P04816	2	2	229.137355
P04816	2	2	279.643
P04816	2	2	186.61097
P04816	2	2	159.07168
P04816	2	2	711.31155
P04816	2	2	399.72231
P04816	2	2	378.71141
P04816	3	2	2045.9675
P04816	3	3	1363.97833333333
P04816	3	2	451.71397
P04816	3	3	301.142646666667
P04816	2	2	651.315485
P04816	3	2	622.84877
P04816	3	3	415.232513333333
P04816	3	2	404.23505
P04816	3	3	269.490033333333
P04816	2	2	510.24414
P04816	2	2	372.69322
P04816	2	2	861.423545
P04816	2	2	445.735415
P04816	2	2	129.58951
P07102	2	2	138.567725
P07102	2	2	1467.8284
P07102	2	2	500.290555
P07102	3	2	233.624945
P07102	3	3	155.749963333333
P07102	2	2	207.616255
P07102	2	2	1091.530765
P07102	2	2	420.73522
P07102	3	2	737.87076
P07102	3	3	491.91384
P07102	2	2	151.079845
P07102	2	2	449.269085
P07102	2	2	878.4154
P07102	2	2	137.574395
P07102	3	2	1727.330425
P07102	3	3	1151.55361666667
P07102	2	2	944.460345
P07102	3	2	593.77887
P07102	3	3	395.85258
P07102	2	2	310.656445
P07102	2	2	272.635175
P07102	2	2	687.36119
P07102	2	2	137.568775
P07102	2	2	873.909625
P0A930	2	2	204.08797
P0A930	2	2	116.563495
P0A930	2	2	138.567725
P0A930	2	2	1374.2096
P0A930	2	2	236.637185
P0A930	2	2	596.75473
P0A930	2	2	594.31097
P0A930	3	2	504.79634
P0A930	3	3	336.530893333333
P0A930	3	2	1182.56895
P0A930	3	3	788.3793
P0A930	3	2	1360.172605
P0A930	3	3	906.781736666666
P0A930	2	2	1224.53952
P0A930	3	2	318.69028
P0A930	3	3	212.460186666667
P0A930	2	2	350.698305
P0A930	2	2	323.65664
P0A930	2	2	988.01306
P0A930	2	2	180.592785
P0A930	2	2	489.251435
P0A930	2	2	1540.781235
P0A930	3	2	504.26795
P0A930	3	3	336.178633333333
P0A930	2	2	216.093145
P0AA49	2	2	1364.249695
P0AA49	2	2	540.72852
P0AA49	2	2	239.121705
P0AA49	2	2	930.03835
P0AA49	2	2	179.590575
P0AA49	2	2	490.724195
P0AA49	2	2	1263.64708
P0AA49	2	2	220.11589
P0AA49	3	2	3317.78745
P0AA49	3	3	2211.8583
P0AA49	2	2	593.82021
P0AA49	2	2	1001.10622
P0AA49	2	2	777.91463
P0AA49	3	2	848.45772
P0AA49	3	3	565.63848
P0AAP1	2	2	260.62831
P0AAP1	2	2	578.25586
P0AAP1	4	2	990.4648
P0AAP1	4	3	660.309866666667
P0AAP1	4	4	495.2324
P0AAP1	2	2	215.61933
P0AAP1	2	2	196.103315
P0AAP1	2	2	136.58476
P0AAP1	2	2	192.118965
P0AAP1	4	2	2509.83064
P0AAP1	4	3	1673.22042666667
P0AAP1	4	4	1254.91532
P0AAP1	2	2	378.20121
P0AAP1	2	2	389.205965
P0AAP1	2	2	1937.950935
P0AAP1	2	2	3155.220935
P0AAP1	3	2	298.158815
P0AAP1	3	3	198.772543333333
P0AAP1	2	2	416.71618
P0AAP1	2	2	505.716905
P0AAP1	3	2	485.727075
P0AAP1	3	3	323.81805
P0ABK7	2	2	138.567725
P0ABK7	2	2	130.068945
P0ABK7	2	2	1893.954935
P0ABK7	2	2	1073.53068
P0ABK7	2	2	237.614245
P0ABK7	2	2	671.354945
P0ABK7	2	2	108.566035
P0ABK7	2	2	1938.40031
P0ABK7	2	2	230.60642
P0ABK7	2	2	561.278185
P0ABK7	2	2	392.73268
P0ABK7	2	2	416.20598
P0ABK7	2	2	251.13789
P0ABT8	2	2	281.63158
P0ABT8	2	2	1368.740555
P0ABT8	2	2	843.92319
P0ABT8	2	2	844.515465
P0ABT8	2	2	115.561285
P0ABT8	3	2	466.239815
P0ABT8	3	3	310.826543333333
P0ABT8	2	2	1395.73293
P0ABT8	2	2	1321.211425
P0ABT8	2	2	143.592585
P0ABT8	2	2	1601.341155
P0ABT8	2	2	965.522205
P0ABT8	2	2	260.642805
P0ABT8	3	2	204.10639
P0ABT8	3	3	136.070926666667
P0ABT8	2	2	1557.85358
P0ACN2	2	2	623.821905
P0ACN2	2	2	674.79641
P0ACN2	2	2	243.64501
P0ACN2	3	2	299.15407
P0ACN2	3	3	199.436046666667
P0ACN2	2	2	569.356025
P0ACN2	3	2	299.135875
P0ACN2	3	3	199.423916666667
P0ACN2	2	2	318.156275
P0ACN2	2	2	344.182485
P0ACN2	2	2	966.48108
P0ACN2	3	2	1325.687025
P0ACN2	3	3	883.79135
P0ACN2	2	2	1045.5811
P0ACN2	2	2	209.08532
P0AD17	4	2	783.862415
