Entry name (Uniprot)	Merge ID	Masuda2009_fin	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Normalized And Descr Itensity	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization
ECPD_ECOLI	P33128	0	1	1	1	1	0	0	4	G		0	0	0	0		
HTRE_ECOLI	P33129	0	1	1	1	1	1	0	5	H		0	0	0	0		
FLIR_ECOLI	P33135	0	1	1	1	1	0	0	4	B		2	1	0	0		
YEHR_ECOLI	P33354	0	1	1	1	0	0	0	3	I		0	0	0			
YEHW_ECOLI	P33359	0	1	1	1	0	0	0	3	B		0	0	0			
MDTQ_ECOLI	P33369	0	1	1	1	0	0	0	3	I		0	0	0			
YBBC_ECOLI	P33668	0	1	1	1	0	0	0	3	I		2	0	0			
YOJI_ECOLI	P33941	1	1	1	1	0	0	1	5	B		2	0	0			B
MDTD_ECOLI	P36554	0	1	1	1	0	0	0	3	B		2	0	0			
GSPM_ECOLI	P36678	0	1	1	1	1	0	0	4	B		0	0		0		
CRCA_ECOLI	P37001	0	1	1	1	0	0	1	4	H		0	0				H
YADK_ECOLI	P37016	0	1	1	1	0	0	0	3	G		0	0	0			
YADL_ECOLI	P37017	0	1	1	1	0	0	0	3	G		0	0	0			
YADM_ECOLI	P37018	0	1	1	1	0	0	0	3	G		0	0	0			
YADN_ECOLI	P37050	0	1	1	1	0	0	0	3	G		0	0	0			
YAEF_ECOLI	P37056	0	1	1	1	0	0	0	3	I		0	0	0			
YFDC_ECOLI	P37327	0	1	1	1	0	0	1	4	B		0	1				B
YCAI_ECOLI	P37443	0	1	1	1	0	0	0	3	B		0	0	0			
YHIM_ECOLI	P37630	0	1	1	1	0	0	0	3	B		0	0	0			
YHJE_ECOLI	P37643	0	1	1	1	0	0	0	3	B		2	0	0			
YHJG_ECOLI	P37645	1	1	1	1	0	0	1	5	B	1	0	0	0			B
BCSA_ECOLI	P37653	0	1	1	1	0	0	0	3	B		0	0				
YHJU_ECOLI	P37659	1	1	1	1	0	1	1	6	B	1	2	0				B
YHJX_ECOLI	P37662	0	1	1	1	0	0	0	3	B		2	0				
YHJY_ECOLI	P37663	0	1	1	1	0	0	0	3	H		0	0	0			
YIAD_ECOLI	P37665	1	1	1	1	0	0	1	5	I		2	0	0			I
YIAH_ECOLI	P37669	0	1	1	1	0	0	0	3	B		0	0	0			
YIAM_ECOLI	P37674	0	1	1	1	0	0	0	3	B		0	0	0			
YIAN_ECOLI	P37675	0	1	1	1	0	0	0	3	B		0	0	0	
YIAO_ECOLI	P37676	0	1	1	1	0	0	0	3	G		0	0	0	
YIAT_ECOLI	P37681	0	1	1	1	0	0	0	3	F3		0	0	0	
YJFF_ECOLI	P37772	0	1	1	1	0	0	0	3	B		0	0	0	
YBGD_ECOLI	P37909	0	1	1	1	0	0	0	3	G		0	0	0	
SFMF_ECOLI	P38052	0	1	1	1	0	0	0	3	G		0	0	0	
EAMB_ECOLI	P38101	0	1	1	1	0	0	0	3	B		0	0	0	
RSPB_ECOLI	P38105	0	1	1	1	1	0	0	4	B		0	0	0	0
LPLT_ECOLI	P39196	0	1	1	1	0	0	0	3	B		2	0	0	
YFCC_ECOLI	P39263	0	1	1	1	0	0	0	3	B		1	0		
YJEM_ECOLI	P39282	0	1	1	1	0	0	0	3	B		0	0		
YJFM_ECOLI	P39295	0	1	1	1	0	0	0	3	B		0	0	0	
YJGN_ECOLI	P39338	0	1	1	1	0	0	0	3	B		0	0		
YJIJ_ECOLI	P39381	0	1	1	1	0	0	0	3	B		0	0	0	
MDTM_ECOLI	P39386	0	1	1	1	0	0	0	3	B		0	0	0	
TTDT_ECOLI	P39414	0	1	1	1	0	0	0	3	B		0	0	0	
YGIL_ECOLI	P39834	0	1	1	1	0	0	0	3	G		0	0	0			
GSPF_ECOLI	P41441	0	1	1	1	1	0	1	5	B		0	0	0	0		B
GSPG_ECOLI	P41442	0	1	1	1	1	0	0	4	B		0	0	0	0		
GSPH_ECOLI	P41443	0	1	1	1	1	0	0	4	G		0	0	0	0		
YQJF_ECOLI	P42619	0	1	1	1	0	0	0	3	B		0	0	0			
PTPC2_ECOLI	P42905	0	1	1	1	1	0	0	4	B		0	0	0	0		
PTPC1_ECOLI	P42910	0	1	1	1	1	0	0	4	B		0	0	0	0		
YRAI_ECOLI	P42914	0	1	1	1	0	0	0	3	G		0	0	0			
YRAK_ECOLI	P43319	0	1	1	1	0	0	0	3	G		0	1	0			
PITB_ECOLI	P43676	0	1	1	1	1	0	0	4	B		0	0	0	0		
DCUD_ECOLI	P45428	0	1	1	1	0	0	0	3	B		0	0	0			
KEFB_ECOLI	P45522	0	1	1	1	0	0	1	4	B		2	0				B
FRLA_ECOLI	P45539	0	1	1	1	0	0	0	3	B		0	0	0			
YHDT_ECOLI	P45566	0	1	1	1	0	0	1	4	B		2	0	0			B
YBCI_ECOLI	P45570	0	1	1	1	0	0	0	3	B		0	0	0			
YRFA_ECOLI	P45750	0	1	1	1	0	0	0	3	B		2	0				
GSPA_ECOLI	P45756	0	1	1	1	0	0	0	3	B		0	0	0			
GSPC_ECOLI	P45757	0	1	1	1	0	0	0	3	B		0	0				
GSPD_ECOLI	P45758	0	1	1	1	0	0	0	3	G		0	0	0			
GSPE_ECOLI	P45759	0	1	1	1	0	0	0	3	F1		0	0	0			
GSPI_ECOLI	P45760	0	1	1	1	0	0	0	3	G		0	0	0			
GSPJ_ECOLI	P45761	0	1	1	1	0	0	0	3	G		0	0	0			
GSPK_ECOLI	P45762	0	1	1	1	0	0	0	3	G		0	0	0			
GSPL_ECOLI	P45763	0	1	1	1	0	0	0	3	B		0	0	0			
YAJI_ECOLI	P46122	1	1	1	1	0	0	1	5	I	0	0	0	0			I
ABGT_ECOLI	P46133	0	1	1	1	0	0	0	3	B		0	0	0			
AAEB_ECOLI	P46481	0	1	1	1	0	0	0	3	B		0	0	0			
TORZ_ECOLI	P46923	0	1	1	1	0	0	0	3	G		0	0	0			
HRSA_ECOLI	P54745	0	1	1	1	0	0	0	3	B		2	0	0			
YGCG_ECOLI	P55140	0	1	1	1	0	0	0	3	B		2	0	0			
WECF_ECOLI	P56258	0	1	0	0	0	0	1	2	F1		2					F1
YOHJ_ECOLI	P60632	0	1	1	1	0	0	1	4	B		2	0	0			B
AQPZ_ECOLI	P60844	0	1	1	1	1	0	0	4	B		2	0		0		
YEIH_ECOLI	P62723	0	1	1	1	0	0	1	4	B		2	0	0			B
YCEO_ECOLI	P64442	0	1	1	1	0	0	0	3	B		0	0	0			
YNCJ_ECOLI	P64459	0	1	1	1	0	0	0	3	G		0	0	0			
YEIS_ECOLI	P64536	0	1	1	1	0	0	0	3	B		2	0				
YPEC_ECOLI	P64542	0	1	1	1	0	0	0	3	G		0	0	0			
YGHR_ECOLI	P64572	0	1	1	1	0	0	0	3	B		0	0	0			
YHAI_ECOLI	P64592	0	1	1	1	0	0	0	3	B		0	0	0			
YRFC_ECOLI	P64634	0	1	1	1	0	0	0	3	B		0	0	0			
YFGH_ECOLI	P65290	0	1	1	1	0	0	0	3	I		0	0	0			
YGDQ_ECOLI	P67127	0	1	1	1	0	0	0	3	B		0	0	0			
YFEO_ECOLI	P67729	0	1	1	1	0	0	0	3	B		2	0	0			
MDTH_ECOLI	P69367	0	1	1	1	0	0	0	3	B		0	0	0			
PTFB1_ECOLI	P69808	0	1	1	1	0	0	0	3	G		0	0	0			
PTMCB_ECOLI	P69826	0	1	1	1	1	0	0	4	B		0	0	0	0		
SUGE_ECOLI	P69937	0	1	1	1	1	0	0	4	B		0	0		0		
WCAD_ECOLI	P71238	0	1	1	1	0	0	0	3	B		0	0	0			
YKGB_ECOLI	P75685	0	1	1	1	0	0	0	3	B		2	0	0			
YKGI_ECOLI	P75687	0	1	1	1	0	0	0	3	G		0	0	0			
ALLP_ECOLI	P75712	0	1	1	1	0	0	0	3	B		0	0	0			
SFMH_ECOLI	P75715	0	1	1	1	0	0	0	3	G		0	0	0			
YBFP_ECOLI	P75737	0	1	1	1	0	0	0	3	I		0	0	0			
YBGO_ECOLI	P75748	0	1	1	1	0	0	0	3	G		0	0	0			
YBGP_ECOLI	P75749	0	1	1	1	0	0	1	4	G		0	0	0			G
YBGQ_ECOLI	P75750	1	1	1	1	0	0	0	4	H		0	0				
YBHM_ECOLI	P75769	0	1	1	1	0	0	0	3	B		0	0	0			
YBHN_ECOLI	P75770	0	1	1	1	0	0	0	3	B		0	0	0			
YBJJ_ECOLI	P75810	0	1	1	1	0	0	0	3	B		2	0	0			
YBJE_ECOLI	P75826	0	1	1	1	0	0	1	4	B		2	0				B
SSUC_ECOLI	P75851	0	1	1	1	0	0	0	3	B		0	0	0			
YCBQ_ECOLI	P75855	0	1	1	1	0	0	0	3	G		0	1				
YCBR_ECOLI	P75856	0	1	1	1	0	0	0	3	G		0	0	0			
YCBS_ECOLI	P75857	0	1	1	1	0	0	0	3	H		0	0	0			
YCBT_ECOLI	P75858	0	1	1	1	0	0	0	3	G		0	0	0			
YCBU_ECOLI	P75859	0	1	1	1	0	0	0	3	G		0	0	0			
YCBV_ECOLI	P75860	0	1	1	1	0	0	0	3	G		0	0	0			
GFCD_ECOLI	P75882	0	1	1	1	0	0	0	3	G		0	0	0			
GFCC_ECOLI	P75883	0	1	1	1	0	0	0	3	G		0	0	0			
GFCB_ECOLI	P75884	0	1	1	1	0	0	0	3	I		2	0				
RUTG_ECOLI	P75892	0	1	1	1	0	0	0	3	B		0	0	0			
C56I_ECOLI	P75925	0	1	1	1	0	0	1	4	B		0	0	0			B
YCFT_ECOLI	P75955	0	1	1	1	0	0	0	3	B		0	0	0			
YCFZ_ECOLI	P75961	0	1	1	1	0	0	0	3	B		0	0	0			
YMFA_ECOLI	P75962	0	1	1	1	0	0	0	3	B		2	0				
YMGE_ECOLI	P76011	0	1	1	1	0	0	0	3	B		2	0	0			
PUUP_ECOLI	P76037	0	1	1	1	0	0	0	3	B		0	0	0			
YCJQ_ECOLI	P76043	0	1	1	1	0	0	0	3	B		0	0	0			
OMPG_ECOLI	P76045	0	1	1	1	0	0	0	3	H		0	0				
YNBA_ECOLI	P76090	0	1	1	1	0	0	0	3	B		0	0	0			
YNBB_ECOLI	P76091	0	1	1	1	0	0	1	4	B		0	0	0			B
YNBD_ECOLI	P76093	0	1	1	1	0	0	0	3	B		0	0	0			
YNCD_ECOLI	P76115	1	1	1	1	0	0	1	5	H		2	0	0			H
YNCH_ECOLI	P76118	0	1	1	1	0	0	0	3	B		0	0	0			
YNEN_ECOLI	P76136	0	1	1	1	0	0	0	3	B		0	0	0			
YDHJ_ECOLI	P76185	1	1	1	1	0	0	1	5	B		0	0	0			B
YDJY_ECOLI	P76220	1	1	1	1	0	0	0	4	E	1	0	0	0			
YNJC_ECOLI	P76224	0	1	1	1	0	0	0	3	B		0	0	0			
YNJI_ECOLI	P76228	0	1	1	1	0	0	0	3	B		2	0	0			
YDJK_ECOLI	P76230	0	1	1	1	0	0	0	3	B		0	0	0			
YECT_ECOLI	P76296	0	1	1	1	0	0	0	3	G		0	0	0			
FLHA_ECOLI	P76298	0	1	1	1	1	0	1	5	B		2	0	0	0		B
YEDQ_ECOLI	P76330	1	1	1	1	0	0	1	5	B		0	1				B
YEDR_ECOLI	P76334	0	1	1	1	0	0	0	3	B		2	0	0			
C56H_ECOLI	P76345	0	1	1	1	0	0	1	4	B		1	0	0			B
YEEJ_ECOLI	P76347	0	1	1	1	1	0	0	4	H		0	0	0	0		
YEEO_ECOLI	P76352	0	1	1	1	0	0	0	3	B		0	0	0			
ATOE_ECOLI	P76460	0	1	1	1	0	0	0	3	B		0	0	0			
YFAV_ECOLI	P76470	0	1	1	1	0	0	0	3	B		0	0	0			
YFAZ_ECOLI	P76471	1	1	1	1	0	0	1	5	H		0	0	0			H
YFCP_ECOLI	P76499	0	1	1	1	0	0	0	3	G		0	0	0			
YFCR_ECOLI	P76501	0	1	1	1	0	0	0	3	G		1	0				
YFDX_ECOLI	P76520	0	1	1	1	0	0	0	3	G		2	0	0			
EUTA_ECOLI	P76551	0	1	1	1	0	0	1	4	B		0	0	0			B
YFGI_ECOLI	P76573	0	1	1	1	0	0	0	3	G		0	0	0			
OMPL_ECOLI	P76773	0	1	1	1	0	0	0	3	H		0	0	0			
YNJD_ECOLI	P76909	0	1	1	1	0	0	1	4	F1		2	0	0			F1
YQCE_ECOLI	P77031	0	1	1	1	0	0	0	3	B		0	0	0			
YDCU_ECOLI	P77156	0	1	1	1	0	0	0	3	B		0	0	0			
YAGT_ECOLI	P77165	0	1	1	1	0	0	0	3	G		0	0	0			
YFGF_ECOLI	P77172	0	1	1	1	0	0	0	3	B		0	0	0			
YKGH_ECOLI	P77180	0	1	1	1	0	0	0	3	B		0	0	0			
MATC_ECOLI	P77188	0	1	1	1	0	0	0	3	G		0	0	0			
YFCU_ECOLI	P77196	0	1	1	1	0	0	0	3	G		0	0	0			
CUSC_ECOLI	P77211	0	1	1	1	0	0	0	3	I		0	0	0			
YAHC_ECOLI	P77219	0	1	1	1	0	0	0	3	B		0	0	0			
CITG_ECOLI	P77231	0	1	1	1	0	1	0	4	B		0	0	0			
SFMC_ECOLI	P77249	0	1	1	1	0	0	0	3	G		0	0	0			
YDJG_ECOLI	P77256	0	1	1	1	0	0	0	3	G		0	0	0			
YAGV_ECOLI	P77263	0	1	1	1	0	0	0	3	G		2	0	0			
DDPD_ECOLI	P77268	0	1	1	1	0	0	0	3	F1		0	0	0			
YFCV_ECOLI	P77288	0	1	1	1	0	0	0	3	G		2	0				
YDER_ECOLI	P77294	0	1	1	1	0	0	0	3	G		0	0	0			
DDPB_ECOLI	P77308	0	1	1	1	0	0	0	3	B		0	0	0			
YNEJ_ECOLI	P77309	0	1	1	1	0	0	1	4	B		0	0	0			B
YPHD_ECOLI	P77315	0	1	1	1	0	0	0	3	B		2	0	0			
YBDR_ECOLI	P77316	0	1	1	1	0	0	0	3	B		2	1				
YAGS_ECOLI	P77324	0	1	1	1	0	0	0	3	G		0	0	0			
HYFG_ECOLI	P77329	0	1	1	1	0	0	0	3	B		0	0	0			
YAFT_ECOLI	P77339	0	1	1	1	0	0	0	3	I		0	0	0			
YKGD_ECOLI	P77379	0	1	1	1	0	0	0	3	B		2	0				
YDHP_ECOLI	P77389	0	1	1	1	0	0	0	3	B		2	0	0			
YBAT_ECOLI	P77400	0	1	1	1	0	0	0	3	B		2	0				
PHSC_ECOLI	P77409	0	1	1	1	0	0	0	3	B		0	0	0			
HYFD_ECOLI	P77416	0	1	1	1	0	0	0	3	B		0	0	0			
HYFF_ECOLI	P77437	0	1	1	1	0	0	0	3	B		0	0	0			
PTFX1_ECOLI	P77439	0	1	1	1	0	0	1	4	F1		0	0	0			F1
DDPC_ECOLI	P77463	0	1	1	1	0	0	0	3	B		0	0	0			
SFMD_ECOLI	P77468	0	1	1	1	0	0	0	3	H		0	0	0			
YAGR_ECOLI	P77489	0	1	1	1	0	0	0	3	G		0	0	0			
YBBP_ECOLI	P77504	0	1	1	1	0	0	1	4	B		0	0	0			B
YDDL_ECOLI	P77519	0	1	1	1	0	0	0	3	G		0	0	0			
PRPB_ECOLI	P77541	0	0	1	1	0	0	1	3	B			0				B
YFCJ_ECOLI	P77549	0	1	1	1	0	0	1	4	B		0	0	0			B
YAHJ_ECOLI	P77554	0	1	1	1	0	0	0	3	G		0	0	0			
YAIW_ECOLI	P77562	1	1	1	1	0	0	1	5	I	1	0	0	0			I
YDEQ_ECOLI	P77588	0	1	1	1	0	0	0	3	G		0	0	0			
MHPT_ECOLI	P77589	0	1	1	1	0	0	0	3	B		0	0	0			
YFCS_ECOLI	P77599	0	1	1	1	0	0	0	3	G		2	0	0			
ANSP_ECOLI	P77610	0	1	1	1	0	0	0	3	B		0	0	0			
YQIH_ECOLI	P77616	0	1	1	1	0	0	0	3	H		2	0	0			
YCJP_ECOLI	P77716	0	1	1	1	0	0	0	3	B		0	0	0			
FOCB_ECOLI	P77733	0	1	1	1	0	0	0	3	B		0	0	0			
OMPN_ECOLI	P77747	0	1	1	1	0	0	0	3	H		0	0	0			
YNFF_ECOLI	P77783	0	1	1	1	0	0	1	4	F2		0	0	0			F2
YDES_ECOLI	P77789	0	1	1	1	0	0	0	3	F4		0	0	0			
YAGX_ECOLI	P77802	0	1	1	1	1	0	0	4	G		0	0	0	0		
YOBH_ECOLI	Q2MB16	1	0	0	0	0	0	1	2	B	1						B
YGER_ECOLI	Q46798	1	1	1	1	0	1	1	6	I	1	2	0				I
YGHF_ECOLI	Q46834	0	1	1	1	0	0	0	3	G		0	0	0			
YGHG_ECOLI	Q46835	0	1	1	1	0	1	1	5	I		0	0	0			I
PPPA_ECOLI	Q46836	0	1	1	1	0	0	0	3	B		0	0	0			
ACFD_ECOLI	Q46837	1	0	0	0	0	0	1	2	E							E
YGHQ_ECOLI	Q46841	0	1	1	1	0	0	0	3	B		0	0	0			
YGHS_ECOLI	Q46843	0	1	1	1	0	0	0	3	B		0	0	0			
YGHT_ECOLI	Q46844	0	1	1	1	0	0	0	3	B		0	0	0			
YGIZ_ECOLI	Q46867	0	1	1	1	0	0	0	3	B		0	0				
YGBN_ECOLI	Q46892	0	1	1	1	0	0	0	3	B		0	0	0			
YGCS_ECOLI	Q46909	0	1	1	1	0	0	0	3	B		2	0	0			
TAUA_ECOLI	Q47537	0	1	1	1	0	0	0	3	G		0	0	0			
TAUB_ECOLI	Q47538	0	1	1	1	0	0	1	4	F1		2	0				F1
TAUC_ECOLI	Q47539	0	1	1	1	0	0	0	3	B		0	0				
UIDC_ECOLI	Q47706	0	1	1	1	1	0	0	4	H		0	0	0	0		
YTFR_ECOLI	Q6BEX0	0	1	1	1	0	0	0	3	F1		1	1	0			
YJDP_ECOLI	Q6BEX5	0	0	0	0	0	0	1	1	G							G
SUFA_ECOLI	P77667	0	1	1	1	0	0	0	3	F1		2	0	0
YBHD_ECOLI	P52696	0	1	1	1	0	0	0	3	B		0	0	0
HYFC_ECOLI	P77858	0	1	1	1	0	0	0	3	B		0	0	0
RCNA_ECOLI	P76425	0	1	1	1	0	0	0	3	B		0	0	0
XAPB_ECOLI	P45562	0	1	1	1	0	0	0	3	B		2	0	
YBHI_ECOLI	P75763	0	1	1	1	0	0	0	3	B		0	0	0
YDIM_ECOLI	P76197	0	1	1	1	0	0	0	3	B		0	0	
YEAV_ECOLI	P0ABD1	0	1	1	1	0	0	0	3	B		0	0	0
YIGG_ECOLI	P27843	0	1	1	1	0	0	0	3	B		0	0	0
YFBL_ECOLI	P76482	0	1	1	1	0	0	0	3	B		0	0	0
YOAI_ECOLI	P76239	0	1	1	1	0	0	0	3	B		2	0	0
DJLB_ECOLI	P77381	0	1	1	1	0	0	0	3	B		0	0	
DJLC_ECOLI	P77359	0	1	1	1	0	0	0	3	B		0	0	0
MAOC_ECOLI	P77455	0	1	1	1	0	0	0	3	B		0	0	0
PAAH_ECOLI	P76083	0	1	1	1	0	0	0	3	B		0	0	0
YAIP_ECOLI	Q47536	0	1	1	1	0	0	0	3	B		0	0	0
YBBV_ECOLI	P75711	0	1	1	1	0	0	0	3	B		0	0		
YCIQ_ECOLI	P45848	0	1	1	1	0	0	0	3	B		0	0	0	
YGCL_ECOLI	Q46901	0	1	1	1	0	0	0	3	B		2	0		
YLIL_ECOLI	P75786	0	1	1	1	0	0	0	3	B		0	0	0	
YQEI_ECOLI	Q46942	0	1	1	1	0	0	0	3	B		2	0		
YFBK_ECOLI	P76481	0	1	1	1	1	0	0	4	E		0	0	0	0
YGEH_ECOLI	P76639	0	1	1	1	0	0	0	3	F1		0	0	0	
HOKC_ECOLI	P0ACG4	0	1	0	0	0	0	0	1	G		2			
GLTF_ECOLI	P28721	0	1	1	1	1	0	0	4	G		2	0		0
AMO_ECOLI	P46883	0	1	1	1	0	0	0	3	G		2	0		
YHCA_ECOLI	P28722	0	1	1	1	0	0	0	3	G		0	0	0	
YBCH_ECOLI	P37325	1	1	1	1	0	0	0	4	G	1	0	0	0	
YOHN_ECOLI	P64534	0	1	1	1	0	0	0	3	G		2	0		
YEHB_ECOLI	P33341	0	1	1	1	0	0	0	3	H		0	0	0	
YPJA_ECOLI	P52143	0	1	1	1	0	0	0	3	H		0	0		
YDBA_ECOLI	P33666	0	1	1	1	0	0	0	3	H		0	0	0	
ECNA_ECOLI	P0ADB4	1	0	0	0	0	0	0	1	I	1						
HLYE_ECOLI	P77335	0	1	1	1	0	0	0	3	X		0	1	0			
YIGE_ECOLI	P27840	0	1	1	1	0	0	0	3	G		0	0	0			
GLVG_ECOLI	P31450	0	1	1	1	1	0	0	4	F1		2	0	0	0		
EAEH_ECOLI	P36943	0	1	1	1	1	0	0	4	H		0	0		0		
YQGD_ECOLI	P46879	0	1	1	1	0	0	0	3	B		0	1				
YGGP_ECOLI	P52048	0	1	1	1	0	0	0	3	B		0	0	0			
YFJV_ECOLI	P52137	0	1	1	1	1	0	0	4	B		0	0	0	0		
PTXB_ECOLI	P69789	0	1	1	1	1	0	0	4	B		0	0	0	0		
EFEU_ECOLI	P75901	0	0	0	0	0	0	1	1	B							B
YCJV_ECOLI	P77481	0	1	1	1	0	0	1	4	F1		0	0	0			F1
YGEQ_ECOLI	Q46797	0	1	1	1	0	0	0	3	G		0	0				
YGHE_ECOLI	Q46833	0	1	1	1	0	0	1	4	B		0	0	0			B
FHIA_ECOLI	Q47153	0	1	1	1	0	0	0	3	B		0	0	0			
EMRE_ECOLI	P23895	0	1	1	1	0	0	0	3	B		2	0				
ESSD_ECOLI	P0A9R2	0	1	1	1	0	0	0	3	B		0	0	1			
SIEB_ECOLI	P38392	0	1	1	1	1	0	1	5	B		0	0	0	0		B
YBCL_ECOLI	P77368	0	1	1	1	0	0	1	4	G		0	0	0			G
YHHI_ECOLI	P28912	0	1	1	1	0	0	0	3	B		0	0	0			
YJIV_ECOLI	P39393	0	1	1	1	0	0	0	3	B		0	0	0			
YNCI_ECOLI	P76119	0	1	1	1	0	0	0	3	B		0	0	0			
YJHE_ECOLI	P39355	0	1	1	1	0	0	0	3	B		0	0	0			
FBPB_ECOLI	P75681	0	1	1	1	0	0	0	3	B		0	0	0			
YAFU_ECOLI	P77354	0	1	1	1	0	0	0	3	B		0	0	0			
RZPR_ECOLI	P77551	0	1	1	1	0	0	0	3	B		0	0	0			
PBL_ECOLI	Q46790	0	1	1	1	0	0	0	3	G		0	0	0			
Y1142_ECOLI	P75971	0	1	1	1	0	0	0	3	B		0	0	0			
YUAS_ECOLI	Q9JMS2	0	1	0	0	0	0	0	1	E		0					
FBPC_ECOLI	P37009	0	1	1	1	0	0	0	3	F1		0	0	0			
YFJS_ECOLI	O52982	0	1	1	1	0	0	0	3	E		0	0	0			
YFJT_ECOLI	P52135	0	1	1	1	0	0	0	3	G		0	0	0			
YAGG_ECOLI	P75683	0	1	1	1	0	0	0	3	B		0	0	0			
YDAS_ECOLI	P76063	0	1	1	1	0	0	0	3	G		0	0	0
YAGL_ECOLI	P77607	0	1	1	1	0	0	0	3	B		2	0	0
RZPD_ECOLI	P75719	0	1	1	1	0	0	0	3	G		0	0	0
RZPQ_ECOLI	P76158	0	1	1	1	0	0	0	3	G		0	0	0
LYSQ_ECOLI	P76159	0	1	1	1	0	0	0	3	G		0	0	0
ESSQ_ECOLI	P77237	0	1	1	1	0	0	0	3	B		0	0	
YFFQ_ECOLI	P76548	0	1	1	1	0	0	0	3	G		0	0	0
YMFR_ECOLI	P75979	0	1	1	1	0	0	0	3	B		0	0	0
INF7_ECOLI	Q9JMT3	0	1	0	0	0	0	0	1	B		0		
OMPP_ECOLI	P34210	1	1	0	0	0	0	0	2	B	1	2		
TRAD1_ECOLI	P09130	0	1	1	1	0	0	0	3	B		0	0	0
TRBH_ECOLI	P19381	0	1	1	1	0	0	0	3	B		0	0	
YUAC_ECOLI	Q9JMT7	0	1	0	0	0	0	0	1	B		2		
YUAF_ECOLI	Q9JMT4	0	1	0	0	0	0	0	1	B		0		
YUAO_ECOLI	Q9JMS5	1	1	0	0	0	0	0	2	H	1	2		
YUAR_ECOLI	P34211	0	1	0	0	0	0	0	1	B		0		
YUAZ_ECOLI	P08868	0	1	0	0	0	0	0	1	F1		2					
YUBK_ECOLI	Q9JMR4	1	1	0	0	0	0	0	2	E	1	2					
TRPE_ECOLI	P00895	0	1	1	1	0	0	0	3	A		0	0	0			
PABA_ECOLI	P00903	0	1	1	1	1	0	1	5	A		0	0	0	0		A
LYSR_ECOLI	P03030	0	1	1	1	1	0	1	5	A		0	0	0	0		A
YGEA_ECOLI	P03813	0	0	1	1	0	0	0	2	A			1				
ILVY_ECOLI	P05827	0	1	1	1	1	0	1	5	A		0	0		0		A
TTDA_ECOLI	P05847	0	1	1	1	0	0	1	4	A		0	0	0			A
MUTH_ECOLI	P06722	0	1	1	1	1	1	1	6	A		0	0	0	0		A
BGA2_ECOLI	P06864	0	1	1	1	0	0	0	3	A		0	0	0			
AVTA_ECOLI	P09053	1	1	1	1	0	0	1	5	A	1	2	0				A
RHAS_ECOLI	P09377	0	1	1	1	1	0	1	5	A		0	0	0	0		A
GLTD_ECOLI	P09832	0	1	1	1	1	1	1	6	A		2	0		0		A
ALR1_ECOLI	P0A6B4	1	1	1	1	0	1	1	6	A	1	2	0	0			A
ARGA_ECOLI	P0A6C5	0	1	1	1	1	0	1	5	A		2	1		0		A
ARGB_ECOLI	P0A6C8	0	1	1	1	0	0	1	4	A		2	0	0			A
CITX_ECOLI	P0A6G5	0	1	1	1	0	0	0	3	A		0	0	0			
NRDI_ECOLI	P0A772	0	1	1	1	0	0	1	4	A		0	0	0			A
RECF_ECOLI	P0A7H0	0	1	1	1	0	0	1	4	A		2	1				A
RUVB_ECOLI	P0A812	1	1	1	1	0	0	1	5	A	1	2	1				A
URK_ECOLI	P0A8F4	1	1	1	1	0	0	1	5	A	1	2	0				A
LFTR_ECOLI	P0A8P1	0	1	1	1	0	0	1	4	A		0	0	0			A
YBDB_ECOLI	P0A8Y8	0	0	1	1	0	1	0	3	A			0	0			
NSR_ECOLI	P0A9E9	0	1	1	1	0	0	0	3	A		0	0	0			
GCVA_ECOLI	P0A9F6	0	1	1	1	1	0	1	5	A		1	0	0	0		A
CITE_ECOLI	P0A9I1	0	1	1	1	0	0	1	4	A		0	0	0			A
RLUC_ECOLI	P0AA39	1	1	1	1	0	1	1	6	A	1	2	0				A
TRUC_ECOLI	P0AA41	0	1	1	1	0	0	0	3	A		2	0				
WZB_ECOLI	P0AAB2	0	1	1	1	0	0	0	3	A		0	0	0			
HYCB_ECOLI	P0AAK1	0	1	1	1	1	0	0	4	A		0	0		0		
YLBF_ECOLI	P0AAS5	0	1	1	1	0	0	0	3	A		2	0	0			
YBHP_ECOLI	P0AAW1	0	1	1	1	0	0	1	4	A		0	0				A
KBAY_ECOLI	P0AB74	0	1	1	1	0	0	0	3	A		0	0	0			
END3_ECOLI	P0AB83	0	1	1	1	0	1	1	5	A		1	0	0			A
TTDB_ECOLI	P0AC35	0	1	1	1	0	0	0	3	A		0	0	0			
GM4D_ECOLI	P0AC88	0	1	1	1	0	0	0	3	A		0	0	0			
WCAB_ECOLI	P0ACC9	0	1	1	1	1	0	0	4	A		0	0	0	0		
WCAF_ECOLI	P0ACD2	0	1	1	1	0	0	0	3	A		0	0	0			
SOXR_ECOLI	P0ACS2	0	1	1	1	1	0	1	5	A		0	0	0	0		A
ENVR_ECOLI	P0ACT2	0	1	1	1	1	0	0	4	A		0	0	0	0		
RUTR_ECOLI	P0ACU2	0	1	1	1	0	0	1	4	A		0	0	0			A
