Merge ID	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization
P75737	0	1	1	1	0	0	0	3	I	YBFP_ECOLI			0	0	0			
P75748	0	1	1	1	0	0	0	3	G	YBGO_ECOLI			0	0	0			
P75749	0	1	1	1	0	0	1	4	G	YBGP_ECOLI			0	0	0			G
P75750	1	1	1	1	0	0	0	4	H	YBGQ_ECOLI		1	0	0				
P75769	0	1	1	1	0	0	0	3	B	YBHM_ECOLI			0	0	0			
P75770	0	1	1	1	0	0	0	3	B	YBHN_ECOLI			0	0	0			
P75851	0	1	1	1	0	0	0	3	B	SSUC_ECOLI			0	0	0			
P75855	0	1	1	1	0	0	0	3	G	YCBQ_ECOLI			0	1				
P75856	0	1	1	1	0	0	0	3	G	YCBR_ECOLI			0	0	0			
P75857	0	1	1	1	0	0	0	3	H	YCBS_ECOLI			0	0	0			
P75858	0	1	1	1	0	0	0	3	G	YCBT_ECOLI			0	0	0			
P75859	0	1	1	1	0	0	0	3	G	YCBU_ECOLI			0	0	0			
P75860	0	1	1	1	0	0	0	3	G	YCBV_ECOLI			0	0	0			
P75882	0	1	1	1	0	0	0	3	G	GFCD_ECOLI			0	0	0			
P75883	0	1	1	1	0	0	0	3	G	GFCC_ECOLI			0	0	0			
P75892	0	1	1	1	0	0	0	3	B	RUTG_ECOLI			0	0	0			
P75925	0	1	1	1	0	0	1	4	B	C56I_ECOLI			0	0	0			B
P75955	0	1	1	1	0	0	0	3	B	YCFT_ECOLI			0	0	0			
P75961	0	1	1	1	0	0	0	3	B	YCFZ_ECOLI			0	0	0			
P76037	0	1	1	1	0	0	0	3	B	PUUP_ECOLI			0	0	0			
P76043	0	1	1	1	0	0	0	3	B	YCJQ_ECOLI			0	0	0			
P76045	0	1	1	1	0	0	0	3	H	OMPG_ECOLI			0	0				
P76090	0	1	1	1	0	0	0	3	B	YNBA_ECOLI			0	0	0			
P76091	0	1	1	1	0	0	1	4	B	YNBB_ECOLI			0	0	0			B
P76093	0	1	1	1	0	0	0	3	B	YNBD_ECOLI			0	0	0			
P76118	0	1	1	1	0	0	0	3	B	YNCH_ECOLI			0	0	0			
P76136	0	1	1	1	0	0	0	3	B	YNEN_ECOLI			0	0	0			
P76185	0	1	1	1	0	0	1	4	B	YDHJ_ECOLI			0	0	0			B
P76220	0	1	1	1	0	0	0	3	E	YDJY_ECOLI			0	0	0			
P76224	0	1	1	1	0	0	0	3	B	YNJC_ECOLI			0	0	0			
P76230	0	1	1	1	0	0	0	3	B	YDJK_ECOLI			0	0	0			
P76296	0	1	1	1	0	0	0	3	G	YECT_ECOLI			0	0	0			
P76330	0	1	1	1	0	0	1	4	B	YEDQ_ECOLI			0	1				B
P76345	0	1	1	1	0	0	1	4	B	C56H_ECOLI			1	0	0			B
P76347	0	1	1	1	1	0	0	4	H	YEEJ_ECOLI			0	0	0	0		
P76352	0	1	1	1	0	0	0	3	B	YEEO_ECOLI			0	0	0			
P76460	0	1	1	1	0	0	0	3	B	ATOE_ECOLI			0	0	0			
P76470	0	1	1	1	0	0	0	3	B	YFAV_ECOLI			0	0	0			
P76471	0	1	1	1	0	0	1	4	H	YFAZ_ECOLI			0	0	0			H
P76499	0	1	1	1	0	0	0	3	G	YFCP_ECOLI			0	0	0			
P76501	0	1	1	1	0	0	0	3	G	YFCR_ECOLI			1	0				
P76551	0	1	1	1	0	0	1	4	B	EUTA_ECOLI			0	0	0			B
P76573	0	1	1	1	0	0	0	3	G	YFGI_ECOLI			0	0	0			
P76773	0	1	1	1	0	0	0	3	H	OMPL_ECOLI			0	0	0			
P77031	0	1	1	1	0	0	0	3	B	YQCE_ECOLI			0	0	0			
P77156	0	1	1	1	0	0	0	3	B	YDCU_ECOLI			0	0	0			
P77165	0	1	1	1	0	0	0	3	G	YAGT_ECOLI			0	0	0			
P77172	0	1	1	1	0	0	0	3	B	YFGF_ECOLI			0	0	0			
P77180	0	1	1	1	0	0	0	3	B	YKGH_ECOLI			0	0	0			
P77188	0	1	1	1	0	0	0	3	G	MATC_ECOLI			0	0	0			
P77196	0	1	1	1	0	0	0	3	G	YFCU_ECOLI			0	0	0			
P77211	0	1	1	1	0	0	0	3	I	CUSC_ECOLI			0	0	0			
P77219	0	1	1	1	0	0	0	3	B	YAHC_ECOLI			0	0	0			
P77231	0	1	1	1	0	1	0	4	B	CITG_ECOLI			0	0	0			
P77249	0	1	1	1	0	0	0	3	G	SFMC_ECOLI			0	0	0			
P77256	0	1	1	1	0	0	0	3	G	YDJG_ECOLI			0	0	0			
P77268	0	1	1	1	0	0	0	3	F1	DDPD_ECOLI			0	0	0			
P77294	0	1	1	1	0	0	0	3	G	YDER_ECOLI			0	0	0			
P77308	0	1	1	1	0	0	0	3	B	DDPB_ECOLI			0	0	0			
P77309	0	1	1	1	0	0	1	4	B	YNEJ_ECOLI			0	0	0			B
P77324	0	1	1	1	0	0	0	3	G	YAGS_ECOLI			0	0	0			
P77329	0	1	1	1	0	0	0	3	B	HYFG_ECOLI			0	0	0			
P77339	0	1	1	1	0	0	0	3	I	YAFT_ECOLI			0	0	0			
P77409	0	1	1	1	0	0	0	3	B	PHSC_ECOLI			0	0	0			
P77416	0	1	1	1	0	0	0	3	B	HYFD_ECOLI			0	0	0			
P77437	0	1	1	1	0	0	0	3	B	HYFF_ECOLI			0	0	0			
P77439	0	1	1	1	0	0	1	4	F1	PTFX1_ECOLI			0	0	0			F1
P77463	0	1	1	1	0	0	0	3	B	DDPC_ECOLI			0	0	0			
P77468	0	1	1	1	0	0	0	3	H	SFMD_ECOLI			0	0	0			
P77485	0	1	1	1	0	1	1	5	B	CUSS_ECOLI			0	0	0		1.454295457	B
P77489	0	1	1	1	0	0	0	3	G	YAGR_ECOLI			0	0	0			
P77504	0	1	1	1	0	0	1	4	B	YBBP_ECOLI			0	0	0			B
P77519	0	1	1	1	0	0	0	3	G	YDDL_ECOLI			0	0	0			
P77541	0	0	1	1	0	0	1	3	B	PRPB_ECOLI				0				B
P77549	0	1	1	1	0	0	1	4	B	YFCJ_ECOLI			0	0	0			B
P77554	0	1	1	1	0	0	0	3	G	YAHJ_ECOLI			0	0	0			
P77562	0	1	1	1	0	0	1	4	I	YAIW_ECOLI			0	0	0			I
P77588	0	1	1	1	0	0	0	3	G	YDEQ_ECOLI			0	0	0			
P77589	0	1	1	1	0	0	0	3	B	MHPT_ECOLI			0	0	0			
P77610	0	1	1	1	0	0	0	3	B	ANSP_ECOLI			0	0	0			
P77716	0	1	1	1	0	0	0	3	B	YCJP_ECOLI			0	0	0			
P77733	0	1	1	1	0	0	0	3	B	FOCB_ECOLI			0	0	0			
P77747	0	1	1	1	0	0	0	3	H	OMPN_ECOLI			0	0	0			
P77783	0	1	1	1	0	0	1	4	F2	YNFF_ECOLI			0	0	0			F2
P77789	0	1	1	1	0	0	0	3	F4	YDES_ECOLI			0	0	0			
P77802	0	1	1	1	1	0	0	4	G	YAGX_ECOLI			0	0	0	0		
Q2MB16	0	0	0	0	0	0	1	1	B	YOBH_ECOLI								B
Q46834	0	1	1	1	0	0	0	3	G	YGHF_ECOLI			0	0	0			
Q46835	0	1	1	1	0	1	1	5	I	YGHG_ECOLI			0	0	0			I
Q46836	0	1	1	1	0	0	0	3	B	PPPA_ECOLI			0	0	0			
Q46837	0	0	0	0	0	0	1	1	E	ACFD_ECOLI								E
Q46841	0	1	1	1	0	0	0	3	B	YGHQ_ECOLI			0	0	0			
Q46843	0	1	1	1	0	0	0	3	B	YGHS_ECOLI			0	0	0			
Q46844	0	1	1	1	0	0	0	3	B	YGHT_ECOLI			0	0	0			
Q46867	0	1	1	1	0	0	0	3	B	YGIZ_ECOLI			0	0				
Q46892	0	1	1	1	0	0	0	3	B	YGBN_ECOLI			0	0	0			
Q47537	0	1	1	1	0	0	0	3	G	TAUA_ECOLI			0	0	0			
Q47539	0	1	1	1	0	0	0	3	B	TAUC_ECOLI			0	0				
Q47706	0	1	1	1	1	0	0	4	H	UIDC_ECOLI			0	0	0	0		
Q6BEX5	0	0	0	0	0	0	1	1	G	YJDP_ECOLI								G
P52696	0	1	1	1	0	0	0	3	B	YBHD_ECOLI			0	0	0			
P77858	0	1	1	1	0	0	0	3	B	HYFC_ECOLI			0	0	0			
P76425	0	1	1	1	0	0	0	3	B	RCNA_ECOLI			0	0	0			
P75763	0	1	1	1	0	0	0	3	B	YBHI_ECOLI			0	0	0			
P76197	0	1	1	1	0	0	0	3	B	YDIM_ECOLI			0	0				
P0ABD1	0	1	1	1	0	0	0	3	B	YEAV_ECOLI			0	0	0			
P27843	0	1	1	1	0	0	0	3	B	YIGG_ECOLI			0	0	0			
P76482	0	1	1	1	0	0	0	3	B	YFBL_ECOLI			0	0	0			
P77381	0	1	1	1	0	0	0	3	B	DJLB_ECOLI			0	0				
P77359	0	1	1	1	0	0	0	3	B	DJLC_ECOLI			0	0	0			
P77455	0	1	1	1	0	0	0	3	B	MAOC_ECOLI			0	0	0			
P76083	0	1	1	1	0	0	0	3	B	PAAH_ECOLI			0	0	0			
Q47536	0	1	1	1	0	0	0	3	B	YAIP_ECOLI			0	0	0			
P75711	0	1	1	1	0	0	0	3	B	YBBV_ECOLI			0	0				
P45848	0	1	1	1	0	0	0	3	B	YCIQ_ECOLI			0	0	0			
P75786	0	1	1	1	0	0	0	3	B	YLIL_ECOLI			0	0	0			
P76481	0	1	1	1	1	0	0	4	E	YFBK_ECOLI			0	0	0	0		
P76639	0	1	1	1	0	0	0	3	F1	YGEH_ECOLI			0	0	0			
P28722	0	1	1	1	0	0	0	3	G	YHCA_ECOLI			0	0	0			
P37325	0	1	1	1	0	0	0	3	G	YBCH_ECOLI			0	0	0			
P31600	0	1	1	1	0	1	0	4	H	NFRA_ECOLI			0	0	0		0.263177143	
P33341	0	1	1	1	0	0	0	3	H	YEHB_ECOLI			0	0	0			
P52143	0	1	1	1	0	0	0	3	H	YPJA_ECOLI			0	0				
P33666	0	1	1	1	0	0	0	3	H	YDBA_ECOLI			0	0	0			
P77335	0	1	1	1	0	0	0	3	X	HLYE_ECOLI			0	1	0			
P27840	0	1	1	1	0	0	0	3	G	YIGE_ECOLI			0	0	0			
P36943	0	1	1	1	1	0	0	4	H	EAEH_ECOLI			0	0		0		
P46879	0	1	1	1	0	0	0	3	B	YQGD_ECOLI			0	1				
P52048	0	1	1	1	0	0	0	3	B	YGGP_ECOLI			0	0	0			
P52137	0	1	1	1	1	0	0	4	B	YFJV_ECOLI			0	0	0	0		
P69789	0	1	1	1	1	0	0	4	B	PTXB_ECOLI			0	0	0	0		
P75901	0	0	0	0	0	0	1	1	B	EFEU_ECOLI								B
P77481	0	1	1	1	0	0	1	4	F1	YCJV_ECOLI			0	0	0			F1
Q46797	0	1	1	1	0	0	0	3	G	YGEQ_ECOLI			0	0				
Q46833	0	1	1	1	0	0	1	4	B	YGHE_ECOLI			0	0	0			B
Q47153	0	1	1	1	0	0	0	3	B	FHIA_ECOLI			0	0	0			
P0A9R2	0	1	1	1	0	0	0	3	B	ESSD_ECOLI			0	0	1			
P38392	0	1	1	1	1	0	1	5	B	SIEB_ECOLI			0	0	0	0		B
P77368	0	1	1	1	0	0	1	4	G	YBCL_ECOLI			0	0	0			G
P28912	0	1	1	1	0	0	0	3	B	YHHI_ECOLI			0	0	0			
P39393	0	1	1	1	0	0	0	3	B	YJIV_ECOLI			0	0	0			
P76119	0	1	1	1	0	0	0	3	B	YNCI_ECOLI			0	0	0			
P39355	0	1	1	1	0	0	0	3	B	YJHE_ECOLI			0	0	0			
P75681	0	1	1	1	0	0	0	3	B	FBPB_ECOLI			0	0	0			
P77354	0	1	1	1	0	0	0	3	B	YAFU_ECOLI			0	0	0			
P77551	0	1	1	1	0	0	0	3	B	RZPR_ECOLI			0	0	0			
Q46790	0	1	1	1	0	0	0	3	G	PBL_ECOLI			0	0	0			
P75971	0	1	1	1	0	0	0	3	B	Y1142_ECOLI			0	0	0			
Q9JMS2	0	1	0	0	0	0	0	1	E	YUAS_ECOLI			0					
P37009	0	1	1	1	0	0	0	3	F1	FBPC_ECOLI			0	0	0			
O52982	0	1	1	1	0	0	0	3	E	YFJS_ECOLI			0	0	0			
P52135	0	1	1	1	0	0	0	3	G	YFJT_ECOLI			0	0	0			
P75683	0	1	1	1	0	0	0	3	B	YAGG_ECOLI			0	0	0			
P76063	0	1	1	1	0	0	0	3	G	YDAS_ECOLI			0	0	0			
P75719	0	1	1	1	0	0	0	3	G	RZPD_ECOLI			0	0	0			
P76158	0	1	1	1	0	0	0	3	G	RZPQ_ECOLI			0	0	0			
P76159	0	1	1	1	0	0	0	3	G	LYSQ_ECOLI			0	0	0			
P77237	0	1	1	1	0	0	0	3	B	ESSQ_ECOLI			0	0				
P76548	0	1	1	1	0	0	0	3	G	YFFQ_ECOLI			0	0	0			
P75979	0	1	1	1	0	0	0	3	B	YMFR_ECOLI			0	0	0			
Q9JMT3	0	1	0	0	0	0	0	1	B	INF7_ECOLI			0					
P09130	0	1	1	1	0	0	0	3	B	TRAD1_ECOLI			0	0	0			
P19381	0	1	1	1	0	0	0	3	B	TRBH_ECOLI			0	0				
Q9JMT4	0	1	0	0	0	0	0	1	B	YUAF_ECOLI			0					
P34211	0	1	0	0	0	0	0	1	B	YUAR_ECOLI			0					
P00861	0	1	1	1	1	1	0	5	A	DCDA_ECOLI			0	0	0	0	0.711113997	
P00895	0	1	1	1	0	0	0	3	A	TRPE_ECOLI			0	0	0			
P00903	0	1	1	1	1	0	1	5	A	PABA_ECOLI			0	0	0	0		A
P03030	0	1	1	1	1	0	1	5	A	LYSR_ECOLI			0	0	0	0		A
P03813	0	0	1	1	0	0	0	2	A	YGEA_ECOLI				1				
P05827	0	1	1	1	1	0	1	5	A	ILVY_ECOLI			0	0		0		A
P05847	0	1	1	1	0	0	1	4	A	TTDA_ECOLI			0	0	0			A
P06722	0	1	1	1	1	1	1	6	A	MUTH_ECOLI			0	0	0	0		A
P06864	0	1	1	1	0	0	0	3	A	BGA2_ECOLI			0	0	0			
P09377	0	1	1	1	1	0	1	5	A	RHAS_ECOLI			0	0	0	0		A
P09980	0	0	1	1	0	1	1	4	A	REP_ECOLI				0	0		1.674523334	A
P0A6D5	0	1	1	1	0	1	0	4	A	YDIB_ECOLI			0	0	0		0.846013275	
P0A6G5	0	1	1	1	0	0	0	3	A	CITX_ECOLI			0	0	0			
P0A772	0	1	1	1	0	0	1	4	A	NRDI_ECOLI			0	0	0			A
P0A8P1	0	1	1	1	0	0	1	4	A	LFTR_ECOLI			0	0	0			A
P0A8Y8	0	0	1	1	0	1	0	3	A	YBDB_ECOLI				0	0			
P0A9E9	0	1	1	1	0	0	0	3	A	NSR_ECOLI			0	0	0			
P0A9F6	0	1	1	1	1	0	1	5	A	GCVA_ECOLI			1	0	0	0		A
P0A9H3	1	1	1	1	1	1	0	6	A	LDCI_ECOLI	0.18	0	0	0		0	0.152583712	
P0A9I1	0	1	1	1	0	0	1	4	A	CITE_ECOLI			0	0	0			A
P0AAB2	0	1	1	1	0	0	0	3	A	WZB_ECOLI			0	0	0			
P0AAK1	0	1	1	1	1	0	0	4	A	HYCB_ECOLI			0	0		0		
P0AAW1	0	1	1	1	0	0	1	4	A	YBHP_ECOLI			0	0				A
P0AB74	0	1	1	1	0	0	0	3	A	KBAY_ECOLI			0	0	0			
P0AB83	0	1	1	1	0	1	1	5	A	END3_ECOLI			1	0	0			A
P0AC35	0	1	1	1	0	0	0	3	A	TTDB_ECOLI			0	0	0			
P0AC88	0	1	1	1	0	0	0	3	A	GM4D_ECOLI			0	0	0			
P0ACC9	0	1	1	1	1	0	0	4	A	WCAB_ECOLI			0	0	0	0		
P0ACD2	0	1	1	1	0	0	0	3	A	WCAF_ECOLI			0	0	0			
P0ACS2	0	1	1	1	1	0	1	5	A	SOXR_ECOLI			0	0	0	0		A
P0ACT2	0	1	1	1	1	0	0	4	A	ENVR_ECOLI			0	0	0	0		
P0ACU2	0	1	1	1	0	0	1	4	A	RUTR_ECOLI			0	0	0			A
P0ACZ8	0	1	1	1	0	0	1	4	A	CUSR_ECOLI			0	0	0			A
P0AD53	0	1	1	1	0	0	0	3	A	YGAC_ECOLI			0	0	0			
P0ADD7	0	1	1	1	0	0	0	3	A	YJJQ_ECOLI			0	0	0			
P0AEV4	0	1	1	1	1	1	0	5	A	HYCA_ECOLI			0	0	0	0		
P0AFI0	0	1	1	1	0	1	0	4	A	OXC_ECOLI			0	0	0		0.105754324	
P0AFJ5	0	1	1	1	1	0	0	4	A	PHOB_ECOLI			1	0	0	0		
P0C0U4	0	1	1	1	0	0	1	4	A	RIMK_ECOLI			0	0	0			A
P0C8K0	0	1	1	1	0	0	0	3	A	KBAZ_ECOLI			0	0	0			
P11447	0	1	1	1	0	0	1	4	A	ARLY_ECOLI			0	0	0			A
P12994	0	0	1	1	0	0	0	2	A	YBHB_ECOLI				0				
P12995	0	1	1	1	0	0	0	3	A	BIOA_ECOLI			0	0	0			
P12999	0	1	1	1	1	0	0	4	A	BIOC_ECOLI			0	0	0	0		
P14407	1	1	1	1	0	0	0	4	A	FUMB_ECOLI	0.17	0	0	0				
P16432	0	1	1	1	1	0	0	4	A	HYCF_ECOLI			0	0	0	0		
P16433	0	1	1	1	1	0	1	5	A	HYCG_ECOLI			0	0	0	0		A
P16684	0	1	1	1	1	0	1	5	A	PHNF_ECOLI			0	0	0	0		A
P16685	0	1	1	1	1	0	0	4	A	PHNG_ECOLI			0	0	0	0		
P16686	0	1	1	1	1	0	0	4	A	PHNH_ECOLI			0	0	0	0		
P16687	0	1	1	1	0	0	0	3	A	PHNI_ECOLI			0	0	0			
P16689	0	1	1	1	0	0	0	3	A	PHNM_ECOLI			0	0	0			
P19931	0	1	1	1	1	0	0	4	A	HYAE_ECOLI			0	0	0	0		
P19932	0	1	1	1	0	0	0	3	A	HYAF_ECOLI			0	0	0			
P21693	0	1	1	1	0	0	1	4	A	DBPA_ECOLI			0	0				A
P24174	0	1	1	1	0	0	1	4	A	MANC_ECOLI			0	0	0			A
P24238	0	0	1	1	0	1	0	3	A	YEBB_ECOLI				0	0			
P25772	0	1	1	1	0	0	0	3	A	LIGB_ECOLI			0	0	0			
P27305	1	1	1	1	0	1	1	6	A	GLUQ_ECOLI		1	0	0	0			A
P28638	0	1	1	1	0	0	0	3	A	YHDJ_ECOLI			0	0	0			
P30137	0	1	1	1	1	0	1	5	A	THIE_ECOLI			0	0	0	0		A
P30140	0	1	1	1	1	0	0	4	A	THIH_ECOLI			0	0	0	0		
P30745	0	1	1	1	0	0	1	4	A	MOAA_ECOLI			1	0				A
P32055	1	1	1	1	0	0	1	5	A	FCL_ECOLI		1	0	0	0			A
P32156	0	1	1	1	0	0	0	3	A	RHAM_ECOLI			0	0	0			
P32169	0	1	1	1	1	0	1	5	A	RHAD_ECOLI			0	0	0	0		A
P32170	0	1	1	1	0	0	0	3	A	RHAA_ECOLI			0	0	0			
P32669	0	1	1	1	1	0	0	4	A	FSAB_ECOLI			0	0		0		
P32674	0	1	1	1	0	1	0	4	A	PFLD_ECOLI			0	0	0		0.201096003	
P33022	0	1	1	1	0	0	0	3	A	RIHB_ECOLI			0	0	0			
P33224	0	1	1	1	0	1	0	4	A	AIDB_ECOLI			0	0	0		1.617957609	
P33368	0	1	1	1	0	1	1	5	A	YOHF_ECOLI			0	0	0		0.601540374	A
P33371	0	1	1	1	0	1	0	4	A	DUSC_ECOLI			0	0	0			
P33596	0	1	1	1	0	0	0	3	A	RECX_ECOLI			0	0	0			
P36547	0	1	1	1	0	0	0	3	A	EUTR_ECOLI			0	0	0			
P36645	0	1	1	1	1	1	0	5	A	HOFB_ECOLI			0	0	0	0	0.150059911	
P36673	0	1	1	1	1	0	1	5	A	TRER_ECOLI			0	0	0	0		A
P37195	0	1	1	1	0	0	0	3	A	DCTR_ECOLI			0	0				
P37306	0	1	1	1	0	0	0	3	A	ARCC_ECOLI			0	0	0			
P37596	0	1	1	1	0	0	0	3	A	NORW_ECOLI			0	0	0			
P37610	0	1	1	1	0	0	1	4	A	TAUD_ECOLI			0	0	0			A
P37686	0	1	1	1	0	0	0	3	A	ADH2_ECOLI			0	0	0			
P39163	0	1	1	1	0	0	1	4	A	CHAC_ECOLI			0	0	0			A
P39293	0	1	1	1	0	0	0	3	A	YJFK_ECOLI			0	0				
P39300	0	1	1	1	0	0	1	4	A	ULAG_ECOLI			0	0				A
P39304	0	1	1	1	0	0	1	4	A	ULAD_ECOLI			0	0	0			A
P39306	0	1	1	1	0	0	0	3	A	ULAF_ECOLI			0	0	0			
P39404	0	1	1	1	0	0	0	3	A	BGLJ_ECOLI			0	0	0			
P39452	0	1	1	1	1	0	1	5	A	RIR3_ECOLI			0	0	0	0		A
P42904	0	1	1	1	1	0	1	5	A	PTPB2_ECOLI			0	0	0	0		A
P42907	0	1	1	1	1	0	0	4	A	AGAS_ECOLI			0	0	0	0		
P46850	0	1	1	1	0	0	1	4	A	RTCB_ECOLI			0	0	0			A
P46859	0	1	1	1	1	0	1	5	A	GNTK_ECOLI			0	0		0		A
P52044	0	1	1	1	0	0	0	3	A	YGFI_ECOLI			0	0				
P52052	0	1	1	1	0	0	0	3	A	YGGR_ECOLI			0	0	0			
P52086	0	1	1	1	1	1	0	5	A	COBC_ECOLI			0	0	0	0		
P55798	0	1	1	1	0	0	1	4	A	PRP1_ECOLI			0	0	0			A
P60566	0	1	1	1	0	0	0	3	A	FIXA_ECOLI			0	0	0			
P60584	0	1	1	1	0	0	1	4	A	CAIA_ECOLI			0	0	0			A
P63177	0	1	1	1	0	1	1	5	A	RLMB_ECOLI			1	0	0			A
P63264	0	1	1	1	0	1	0	4	A	CBPM_ECOLI			0	0	0			
P63746	0	1	1	1	0	0	0	3	A	EUTS_ECOLI			0	0	0			
P64574	0	1	1	1	0	0	1	4	A	YGHW_ECOLI			0	0	0			A
P65870	1	1	1	1	0	1	0	5	A	PTPS_ECOLI	0.16	0	0	0	0		1.952334595	
P67430	0	1	1	1	0	1	0	4	A	NEMR_ECOLI			0	0	0			
P71237	0	1	1	1	0	0	0	3	A	WCAC_ECOLI			0	0	0			
P71239	0	1	1	1	0	0	0	3	A	WCAE_ECOLI			0	0	0			
P71243	0	1	1	1	0	0	0	3	A	WCAL_ECOLI			1	0	0			
P75726	0	1	1	1	0	0	0	3	A	CILA_ECOLI			0	0	0			
P75794	0	1	1	1	0	0	0	3	A	PFLE_ECOLI			0	0	0			
P75817	0	1	1	1	0	0	1	4	A	RUMB_ECOLI			1	0				A
P75893	0	1	1	1	0	0	1	4	A	RUTF_ECOLI			0	0	0			A
P75894	0	1	1	1	0	0	0	3	A	RUTE_ECOLI			0	0	0			
P75897	0	1	1	1	0	0	0	3	A	RUTB_ECOLI			0	0	0			
P75898	0	1	1	1	0	1	0	4	A	RUTA_ECOLI			0	0	0			
P76053	0	1	1	1	0	0	1	4	A	YDAL_ECOLI			0	0	0			A
P76201	0	1	1	1	0	0	0	3	A	YDIQ_ECOLI			0	0	0			
P76422	0	1	1	1	0	0	1	4	A	THID_ECOLI			0	0	0			A
P76483	0	1	1	1	0	0	0	3	A	YFBM_ECOLI			0	0	0			
P76524	0	1	1	1	0	1	0	4	A	YPDF_ECOLI			0	0	0			
P76541	1	1	1	1	0	0	1	5	A	EUTL_ECOLI	0	0	0	0	0			A
P76553	0	1	1	1	0	0	0	3	A	EUTG_ECOLI			0	0	0			
P76556	0	1	1	1	0	0	0	3	A	EUTP_ECOLI			0	0	0			
P76584	0	1	1	1	0	0	0	3	A	YPHB_ECOLI			0	0	0			
P76633	0	1	1	1	0	1	0	4	A	YGCW_ECOLI			0	0	0			
P77147	0	1	1	1	0	0	0	3	A	YDHT_ECOLI			0	0	0			
P77213	0	1	1	1	0	1	0	4	A	CAAL_ECOLI			0	0	0			
P77334	0	1	1	1	0	0	1	4	A	GMR_ECOLI			0	0	0			A
P77337	0	1	1	1	0	0	0	3	A	YDIS_ECOLI			0	0	0			
P77378	0	1	1	1	0	0	0	3	A	YDIR_ECOLI			0	0	0			
P77402	0	1	1	1	0	0	0	3	A	YDIP_ECOLI			0	0	0			
P77414	0	1	1	1	0	0	0	3	A	WCAA_ECOLI			0	0	0			
P77493	0	1	1	1	0	0	0	3	A	YDJH_ECOLI			0	0	0			
P77526	0	1	1	1	0	0	0	3	A	YFCG_ECOLI			0	0	0			
P77555	0	1	1	1	0	0	0	3	A	ALLD_ECOLI			0	0	0			
P77561	0	1	1	1	0	1	1	5	A	YDEP_ECOLI			1	0				A
P77585	0	1	1	1	0	1	0	4	A	YPDE_ECOLI			0	0	0			
P77714	0	1	1	1	0	0	0	3	A	YDIT_ECOLI			0	0	0			
P80644	0	1	1	1	0	0	1	4	A	SSUE_ECOLI			0	0	0			A
P80645	0	1	1	1	0	0	1	4	A	SSUD_ECOLI			0	0	0			A
Q46866	0	1	1	1	0	0	0	3	A	YGIV_ECOLI			0	0	0			
Q46907	0	1	1	1	0	0	0	3	A	YGCQ_ECOLI			0	0	0			
Q47155	0	1	1	1	0	0	0	3	A	DPO4_ECOLI			0	0	0			
P00722	0	1	1	1	0	0	1	4	A	BGAL_ECOLI			0	0				A
P00816	0	1	1	1	1	0	0	4	A	CYNS_ECOLI			0	0	0	0		
P04395	0	1	1	1	0	1	0	4	A	3MG2_ECOLI			0	0	0		0.593185116	
P07464	0	1	1	1	1	0	0	4	A	THGA_ECOLI			0	0	0	0		
P08202	0	1	1	1	0	0	0	3	A	ARAA_ECOLI			0	0	0			
P08203	0	1	1	1	0	0	0	3	A	ARAD_ECOLI			0	0	0			
P08204	0	1	1	1	1	1	0	5	A	ARAB_ECOLI			0	0		0		
P09099	1	1	1	1	0	0	0	4	A	XYLB_ECOLI	0.11	0	0	0	0			
P09378	0	1	1	1	1	0	0	4	A	RHAR_ECOLI			0	0	0	0		
P0A6L7	0	1	1	1	1	0	0	4	A	UXAB_ECOLI			0	0	0	0		
P0A7N1	0	1	1	1	0	0	0	3	A	RL31B_ECOLI			0	0	0			
P0A9F9	0	1	1	1	1	0	1	5	A	METR_ECOLI			0	0	0	0		A
P0A9P9	0	1	1	1	0	1	0	4	A	IDNO_ECOLI			0	0	0			
P0A9U8	0	1	1	1	0	0	0	3	A	YDIO_ECOLI			0	0	0			
P0A9V8	0	1	1	1	0	0	1	4	A	YIHU_ECOLI			0	0	0			A
P0AAP5	0	1	1	1	0	0	0	3	A	YAIV_ECOLI			0	0	0			
P0AAU7	0	1	1	1	0	0	0	3	A	YBFE_ECOLI			0	0	0			
P0AB65	0	1	1	1	0	1	0	4	A	ACYP_ECOLI			0	0	0			
P0ABR7	0	1	1	1	0	0	0	3	A	YEAW_ECOLI			0	0				
P0ABR9	0	1	1	1	1	0	0	4	A	MHPB_ECOLI			0	0	0	0		
P0AC00	0	1	1	1	0	0	0	3	A	FRLB_ECOLI			0	0	0			
P0AC92	0	0	0	0	0	0	1	1	A	GNSA_ECOLI								A
P0ACR0	0	1	1	1	0	0	0	3	A	ALLS_ECOLI			0	1	0			
P0ACR7	0	1	1	1	0	1	1	5	A	YFER_ECOLI			0	0	0			A
P0ACZ2	0	1	1	1	0	0	1	4	A	ETP_ECOLI			0	0	0			A
P0AD07	0	1	1	1	0	0	0	3	A	YECF_ECOLI			0	0	0			
P0AD10	1	0	0	0	0	0	0	1	A	YECJ_ECOLI		1						
P0AEL8	0	1	1	1	1	0	0	4	A	FIMZ_ECOLI			0	0	0	0		
