Merge ID	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization
P16700	0	1	1	1	0	0	1	4	G	CYSP_ECOLI			1	2	0			G
P17443	1	1	1	1	0	1	1	6	F1	MURG_ECOLI	1.46	1	2	2	2			F1
P18392	0	1	1	1	0	0	1	4	B	RSTB_ECOLI			2	2	2			B
P18776	0	1	1	1	1	0	1	5	F2	DMSB_ECOLI			0	0	2	0		F2
P19318	0	1	1	1	0	0	1	4	F1	NARY_ECOLI			2	2				F1
P21338	0	1	1	1	1	1	1	6	G	RNI_ECOLI			2	2	2	0		G
P21345	0	1	1	1	0	0	1	4	B	GLTP_ECOLI			2	0	2			B
P21889	1	1	1	1	0	1	1	6	F1	SYD_ECOLI	3.07	2	2	2	2		5.511100467	F1
P21893	1	1	1	1	0	1	1	6	B	RECJ_ECOLI	0.22	0	2	2	2		1.754960541	B
P22525	0	0	1	1	0	1	1	4	B	YCBB_ECOLI				2	2		2.24092838	B
P23830	1	1	1	1	0	1	1	6	F1	PSS_ECOLI	0.86	1	2	2	2		6.556476944	F1
P23837	0	1	1	1	0	1	1	5	B	PHOQ_ECOLI			2	2	2		1.415194646	B
P23843	1	1	1	1	0	0	1	5	G	OPPA_ECOLI	13.15	2	2	2	2			G
P23847	1	1	1	1	0	1	1	6	G	DPPA_ECOLI	3.94	2	2	2	2		10.21570097	G
P23865	1	1	1	1	0	0	1	5	F2	PRC_ECOLI	1.07	1	2	2	2			F2
P23886	1	1	1	1	0	1	1	6	B	CYDC_ECOLI	0.55	1	2	2			0.864652722	B
P23894	1	1	1	1	0	1	1	6	B	HTPX_ECOLI	0.63	1	2	2	2		9.085872423	B
P23909	1	1	1	1	0	0	1	5	B	MUTS_ECOLI	0.39	1	2	2	2			B
P23917	1	1	1	1	0	0	1	5	B	MAK_ECOLI	0.43	1	2	2	2			B
P23930	1	1	1	1	0	0	1	5	B	LNT_ECOLI	0.14	0	2	2				B
P24205	1	1	1	1	0	1	1	6	B	MSBB_ECOLI	0.27	1	2	2	2		5.128878117	B
P24228	1	1	1	1	1	1	1	7	F2	DACB_ECOLI	0.12	0	2	1	2	0		F2
P25522	1	1	1	1	0	1	1	6	F1	MNME_ECOLI	1	1	2	2	2			F1
P25534	0	1	1	1	0	1	1	5	F1	UBIH_ECOLI			2	2	2		1.527041809	F1
P25535	0	1	1	1	0	1	1	5	B	VISC_ECOLI			2	2	2		0.829592795	B
P25714	1	1	1	1	1	0	1	6	B	OXAA_ECOLI	1.71	2	2	2	2	0		B
P25737	0	1	1	1	0	0	1	4	B	LYSP_ECOLI			2	2	2			B
P25746	1	1	1	1	0	0	1	5	F1	HFLD_ECOLI	1	1	2	2	2			F1
P26365	0	1	1	1	0	1	1	5	G	AMIB_ECOLI			2	2	2		1.292670344	G
P26459	0	1	1	1	0	1	1	5	B	APPC_ECOLI			2	1	2		0.09547673	B
P26647	1	1	1	1	0	0	1	5	F1	PLSC_ECOLI	0	0	2	2	2			F1
P26648	0	1	1	1	0	0	1	4	G	SUFI_ECOLI			2	2	2			G
P27278	1	1	1	1	0	0	1	5	F1	NADR_ECOLI	0.51	1	2	2	2			F1
P27829	1	1	1	1	0	0	1	5	H	WECC_ECOLI	0.23	0	2	2	2			H
P28249	0	1	1	1	0	1	1	5	B	ASMA_ECOLI			2	2	2		2.576487483	B
P28306	0	1	1	1	0	0	1	4	B	YCEG_ECOLI			2	2	2			B
P28635	0	1	1	1	0	1	1	5	E	METQ_ECOLI			2	2	2			E
P29018	1	1	1	1	0	1	1	6	B	CYDD_ECOLI	0.49	1	2	2	2		1.25607674	B
P29217	1	1	1	1	0	0	1	5	B	YCEH_ECOLI	1.18	1	2	2	2			B
P30844	0	1	1	1	0	1	1	5	B	BASS_ECOLI			2	2	2			B
P30845	0	1	1	1	0	0	1	4	B	EPTA_ECOLI			0	2	0			B
P30847	0	1	1	1	0	0	1	4	B	BAES_ECOLI			2	2	2			B
P30859	1	1	1	1	1	0	1	6	G	ARTI_ECOLI	7.04	2	2	2	2	0		G
P30864	0	1	1	1	0	1	1	5	B	YAFC_ECOLI			2	2	2		0.748602568	B
P31069	0	1	1	1	1	1	1	6	B	KCH_ECOLI			2	2	2	0	1.995479308	B
P31119	0	1	1	1	1	0	1	5	B	AAS_ECOLI			2	2	2	0		B
P31433	0	1	1	1	0	1	1	5	B	YICH_ECOLI			2	2	2		1.2932084	B
P31466	0	1	1	1	0	0	1	4	B	YIEG_ECOLI			2	0				B
P31545	0	1	1	1	0	0	1	4	G	YCDB_ECOLI			2	0	0			G
P31554	1	1	1	1	0	0	1	5	H	LPTD_ECOLI	1.71	2	2	2	2			H
P31666	0	1	1	1	0	1	1	5	G	YADE_ECOLI			2	2	2		0.189512	G
P31979	1	1	1	1	0	1	1	6	F1	NUOF_ECOLI	7.13	2	2	2	2		1.356570869	F1
P32129	0	1	1	1	0	0	1	4	B	YIHG_ECOLI			2	2	2			B
P32160	0	1	1	1	0	0	1	4	G	YIIQ_ECOLI			2	2	2			G
P32681	0	1	1	1	0	0	1	4	I	YJAH_ECOLI			2	2	2			I
P33011	0	1	1	1	0	0	1	4	B	YEEA_ECOLI			2	2	2			B
P33136	1	1	1	1	0	0	1	5	G	OPGG_ECOLI	1.64	2	2	2	2			G
P33225	0	1	1	1	1	1	1	6	G	TORA_ECOLI			2	2	2	0	0.084602098	G
P33232	1	1	1	1	0	1	1	6	B	LLDD_ECOLI	2	2	0	0				B
P33360	0	1	1	1	0	0	1	4	F1	YEHX_ECOLI			1	2				F1
P33363	1	1	1	1	0	0	1	5	G	BGLX_ECOLI		1	2	2	2			G
P33599	1	1	1	1	0	1	1	6	F1	NUOCD_ECOLI	6.62	2	2	2	2		6.287468662	F1
P33602	1	1	1	1	0	1	1	6	F1	NUOG_ECOLI	7.82	2	2	2	2			F1
P33607	0	1	1	1	0	0	1	4	B	NUOL_ECOLI			2	2	2			B
P33650	0	1	1	1	0	0	1	4	B	FEOB_ECOLI			1	0	2			B
P33916	0	1	1	1	0	0	1	4	F1	YEJF_ECOLI			2	2	2			F1
P33937	0	0	1	1	0	0	1	3	G	NAPA_ECOLI				0	2			G
P33940	1	1	1	1	0	0	1	5	B	MQO_ECOLI		1	2	0	0			B
P36548	0	1	1	1	0	0	1	4	G	AMIA_ECOLI			2	2	2			G
P36672	1	1	1	1	0	0	1	5	B	PTTBC_ECOLI	8.31	2	2	2	2			B
P36879	0	1	1	1	0	1	1	5	F1	YADG_ECOLI			2	2	2		1.102228501	F1
P36929	1	1	1	1	0	0	1	5	B	RSMB_ECOLI		1	2	2	2			B
P37028	0	1	1	1	0	0	1	4	G	BTUF_ECOLI			2	1	0			G
P37177	0	0	1	1	0	0	1	3	F1	PT1P_ECOLI				2	2			F1
P37194	1	1	1	1	1	0	1	6	I	SLP_ECOLI	2.67	2	2	2	2	0		I
P37313	0	1	1	1	0	0	1	4	F1	DPPF_ECOLI			2	2	2			F1
P37339	0	1	1	1	0	0	1	4	B	YGAF_ECOLI			2	2	0			B
P37340	0	1	1	1	0	0	1	4	B	MDTK_ECOLI			2	2	2			B
P37624	0	1	1	1	0	0	1	4	B	YHIH_ECOLI			0	2	0			B
P37637	0	1	1	1	0	0	1	4	B	MDTF_ECOLI			2	0				B
P37641	0	1	1	1	0	0	1	4	B	YHJC_ECOLI			2	0	0			B
P37642	0	1	1	1	0	0	1	4	B	YHJD_ECOLI			2	2				B
P37648	0	1	1	1	0	1	1	5	G	YHJJ_ECOLI			2	2	2			G
P37649	0	1	1	1	0	0	1	4	B	YHJK_ECOLI			2	2	2			B
P37652	0	1	1	1	0	0	1	4	B	BCSB_ECOLI			0	0	2			B
P37690	0	1	1	1	0	0	1	4	G	YIBP_ECOLI			2	0	2			G
P37691	0	1	1	1	0	0	1	4	G	YIBQ_ECOLI			2	0				G
P37767	0	1	1	1	0	0	1	4	B	YFHH_ECOLI			2	2	2			B
P38135	0	1	1	1	0	0	1	4	F1	FADK_ECOLI			2	2	2			F1
P38506	0	1	1	1	1	1	1	6	B	XNI_ECOLI			2	2	2	0	1.87895379	B
P39176	0	1	1	1	1	0	1	5	G	ERFK_ECOLI			2	2	2	0		G
P39187	0	1	1	1	0	0	1	4	G	YTFJ_ECOLI			2	2	2			G
P39285	0	1	1	1	0	0	1	4	B	YJEP_ECOLI			2	2	2			B
P39321	0	1	1	1	0	1	1	5	B	YTFN_ECOLI			2	2	2		1.226465684	B
P39325	0	1	1	1	0	0	1	4	G	YTFQ_ECOLI			2	2	2			G
P39342	1	1	1	1	0	1	1	6	B	YJGR_ECOLI	0.41	1	2	2	2		0.787695886	B
P39836	0	1	1	1	0	0	1	4	B	YFEH_ECOLI			2	2	2			B
P40710	0	1	1	1	0	0	1	4	I	NLPE_ECOLI			2	2	2			I
P41052	1	1	1	1	0	1	1	6	I	MLTB_ECOLI	0.66	1	2	2	2		0.745002085	I
P42591	0	1	1	1	0	0	1	4	G	YGJJ_ECOLI			2	2				G
P43337	0	1	1	1	0	1	1	5	B	NUDL_ECOLI			2	2	2		1.849759001	B
P43341	0	1	1	1	0	1	1	5	F1	LPXH_ECOLI			2	2	2			F1
P43671	1	1	1	1	0	1	1	6	B	PQIB_ECOLI	0.45	1	2	2	2			B
P43674	0	1	1	1	0	0	1	4	I	YCAL_ECOLI			2	1	2			I
P45395	1	1	1	1	0	1	1	6	B	KDSD_ECOLI	0.37	1	2	2	2			B
P45537	0	1	1	1	0	0	1	4	B	YHFK_ECOLI			2	2	2			B
P45800	0	1	1	1	0	0	1	4	B	IGAA_ECOLI			2	2	0			B
P46022	0	1	1	1	0	0	1	4	B	MTGA_ECOLI			2	2	0			B
P46118	1	1	1	1	0	0	1	5	B	HEXR_ECOLI	1.32	1	2	2	2			B
P46130	1	1	1	1	0	0	1	5	I	YBHC_ECOLI	2.15	2	2	2	2			I
P46889	0	1	1	1	1	1	1	6	B	FTSK_ECOLI			2	2	2	0	1.085027304	B
P50456	0	1	1	1	0	0	1	4	F1	MLC_ECOLI			2	2	2			F1
P51981	0	1	1	1	0	0	1	4	B	AEEP_ECOLI			2	2	2			B
P52645	0	1	1	1	0	0	1	4	B	YDBH_ECOLI			2	2	2			B
P60560	1	1	1	1	0	1	1	6	B	GUAC_ECOLI	1.73	2	2	2	2		2.423187711	B
P60752	1	1	1	1	0	1	1	6	B	MSBA_ECOLI	0.45	1	2	2	2		2.035516463	B
P60782	0	1	1	1	0	0	1	4	B	PLSY_ECOLI			2	0				B
P60785	1	1	1	1	0	1	1	6	F1	LEPA_ECOLI	1.56	1	2	2	2		2.846063946	F1
P60932	0	1	1	1	0	0	1	4	B	UPPP_ECOLI			2	1				B
P60955	1	1	1	1	0	0	1	5	B	LGT_ECOLI		1	2	2	2			B
P61316	1	1	1	1	0	1	1	6	G	LOLA_ECOLI	0.39	1	2	2	2		2.227620763	G
P61320	1	1	1	1	0	0	1	5	I	LOLB_ECOLI	1.52	1	2	2	2			I
P61889	1	1	1	1	0	0	1	5	F1	MDH_ECOLI	7.98	2	2	2	2			F1
P62517	1	1	1	1	0	1	1	6	B	OPGH_ECOLI	0.57	1	2	2	2		1.40341877	B
P63340	0	1	1	1	0	0	1	4	B	YQEG_ECOLI			2	2	2			B
P63386	1	1	1	1	0	0	1	5	F1	MLAF_ECOLI	0.37	1	2	2	2			F1
P63389	1	1	1	1	0	0	1	5	F1	YHES_ECOLI	0.17	0	2	2	2			F1
P63883	0	1	1	1	0	0	1	4	G	AMIC_ECOLI			2	2	2			G
P64423	0	1	1	1	0	0	1	4	B	ZNTB_ECOLI			0	0	2			B
P64481	0	1	1	1	0	0	1	4	B	YDJM_ECOLI			2	1				B
P64515	0	1	1	1	0	0	1	4	B	YECN_ECOLI			2	2	2			B
P64590	0	1	1	1	0	0	1	4	B	YHAH_ECOLI			2	2	2			B
P64604	1	1	1	1	0	0	1	5	G	YRBD_ECOLI	0.59	1	2	2	2			G
P64606	0	1	1	1	1	0	1	5	B	YRBE_ECOLI			2	2	2	0		B
P66948	1	1	1	1	0	0	1	5	G	YFGC_ECOLI	0.65	1	2	2	2			G
P67244	0	1	1	1	0	0	1	4	B	YQHA_ECOLI			2	2	2			B
P67553	0	1	1	1	0	0	1	4	E	YNFC_ECOLI			2	2	2			E
P67662	0	1	1	1	0	0	1	4	B	AAER_ECOLI			2	2	2			B
P69054	0	1	1	1	1	0	1	5	B	DHSC_ECOLI			2	2	2	0		B
P69380	0	1	1	1	0	0	1	4	B	FIEF_ECOLI			2	2	2			B
P69423	0	1	1	1	0	0	1	4	B	TATC_ECOLI			2	2	2			B
P69425	0	1	1	1	0	1	1	5	B	TATB_ECOLI			2	2	2			B
P69451	1	1	1	1	0	0	1	5	F1	LCFA_ECOLI		1	2	2	2			F1
P69490	0	1	1	1	0	0	1	4	B	CCME_ECOLI			0	0	2			B
P69783	1	1	1	1	0	0	1	5	F1	PTGA_ECOLI	22.37	2	2	2	2			F1
P69786	1	1	1	1	0	0	1	5	B	PTGCB_ECOLI	5.57	2	2	2	2			B
P69801	1	1	1	1	0	1	1	6	B	PTNC_ECOLI	0.42	1	2	2	2		1.989331436	B
P69805	1	1	1	1	0	0	1	5	B	PTND_ECOLI	9	2	2	2	2			B
P69829	1	1	1	1	0	0	1	5	F1	PTSN_ECOLI	1.52	1	2	2	2			F1
P69853	0	1	1	1	0	0	1	4	F1	DMSD_ECOLI			2	1	2			F1
P69874	1	1	1	1	0	0	1	5	F1	POTA_ECOLI	1	1	2	2	2			F1
P69924	1	1	1	1	0	0	1	5	B	RIR2_ECOLI	3.33	2	2	2	2			B
P69931	0	1	1	1	0	1	1	5	F1	HDA_ECOLI			2	2	2			F1
P75728	1	1	1	1	0	1	1	6	B	UBIF_ECOLI	0.38	1	2	2	2			B
P75780	1	1	1	1	0	0	1	5	H	FIU_ECOLI		1	2	0	0			H
P75785	0	1	1	1	0	0	1	4	B	YBIP_ECOLI			2	2	2			B
P75796	0	1	1	1	0	0	1	4	F1	GSIA_ECOLI			2	2	2			F1
P75797	0	1	1	1	0	1	1	5	G	GSIB_ECOLI			2	2				G
P75801	0	1	1	1	0	0	1	4	B	YLIF_ECOLI			2	2	2			B
P75820	0	1	1	1	0	0	1	4	I	AMID_ECOLI			2	2	2			I
P75822	0	1	1	1	0	0	1	4	B	YBJT_ECOLI			2	2	2			B
P75828	0	1	1	1	0	0	1	4	B	YBJD_ECOLI			2	2	2			B
P75829	1	1	1	1	0	1	1	6	F1	YBJX_ECOLI	1.79	2	2	2	2		10.3232139	F1
P75870	0	1	1	1	0	0	1	4	B	YCCS_ECOLI			2	2	2			B
P75946	0	1	1	1	0	0	1	4	I	YCFL_ECOLI			2	2	2			I
P75954	0	1	1	1	0	0	1	4	G	YCFS_ECOLI			2	2				G
P75957	1	1	1	1	0	1	1	6	F1	LOLD_ECOLI	0.43	1	2	2	2			F1
P76027	1	1	1	1	0	0	1	5	F1	OPPD_ECOLI	3.76	2	2	2	2			F1
P76176	0	1	1	1	0	1	1	5	G	YDGD_ECOLI			2	2	2			G
P76182	0	1	1	1	0	0	1	4	B	RNFD_ECOLI			2	2	2			B
P76193	1	1	1	1	0	1	1	6	G	YNHG_ECOLI	0.76	1	2	2	2		0.809792465	G
P76206	1	1	1	1	0	0	1	5	G	YDIY_ECOLI	0.53	1	2	0				G
P76208	0	1	1	1	0	0	1	4	B	YNIB_ECOLI			2	2	2			B
P76269	0	1	1	1	0	0	1	4	B	YEBQ_ECOLI			2	0				B
P76272	0	1	1	1	0	0	1	4	B	YEBT_ECOLI			2	0	0			B
P76339	0	1	1	1	0	1	1	5	B	YEDV_ECOLI			2	2	2			B
P76346	0	1	1	1	0	0	1	4	F1	MTFA_ECOLI			2	2	2			F1
P76350	0	1	1	1	0	0	1	4	B	SHIA_ECOLI			2	2	2			B
P76373	0	1	1	1	0	0	1	4	B	UDG_ECOLI			2	1	0			B
P76389	0	1	1	1	0	1	1	5	B	YEGH_ECOLI			2	2	2		0.452873437	B
P76445	0	1	1	1	0	0	1	4	B	YEIU_ECOLI			2	0	2			B
P76446	0	1	1	1	0	1	1	5	B	RTN_ECOLI			2	2	2		1.11085989	B
P76473	0	1	1	1	0	0	1	4	B	ARNT_ECOLI			2	2				B
P76502	0	1	1	1	0	0	1	4	B	SIXA_ECOLI			2	2	2			B
P76506	1	1	1	1	0	0	1	5	I	VACJ_ECOLI	0.24	1	2	2				I
P76537	0	1	1	1	0	0	1	4	I	YFEY_ECOLI			2	2	2			I
P76576	1	1	1	1	0	0	1	5	B	YFGM_ECOLI	3.02	2	2	2	2			B
P76578	1	1	1	1	0	1	1	6	E	YFHM_ECOLI	1.45	1	2	2	2			E
P76586	0	1	1	1	0	0	1	4	B	YPHH_ECOLI			2	2	2			B
P76630	0	1	1	1	0	0	1	4	B	YGAZ_ECOLI			2	2	2			B
P77173	1	1	1	1	0	0	1	5	B	ZIPA_ECOLI	12.88	2	2	2	2			B
P77202	0	1	1	1	0	1	1	5	G	DSBG_ECOLI			2	2	2		0.727282664	G
P77265	0	1	1	1	0	1	1	5	B	MDLA_ECOLI			2	2			0.689395982	B
P77279	0	1	1	1	0	0	1	4	F1	YBBL_ECOLI			2	2	2			F1
P77285	0	1	1	1	0	0	1	4	G	RNFG_ECOLI			2	0				G
P77304	0	1	1	1	0	0	1	4	B	TPPB_ECOLI			2	2	2			B
P77338	1	1	1	1	0	0	1	5	B	KEFA_ECOLI	0.41	1	2	2	2			B
P77444	0	1	1	1	0	0	1	4	F1	SUFS_ECOLI			2	2				F1
P77473	0	1	1	1	0	0	1	4	B	YLAB_ECOLI			2	2	2			B
P77499	0	1	1	1	0	0	1	4	F1	SUFC_ECOLI			2	2	2			F1
P77510	0	1	1	1	0	0	1	4	B	DPIB_ECOLI			2	0				B
P77522	0	1	1	1	0	0	1	4	F1	SUFB_ECOLI			2	2				F1
P77726	0	1	1	1	0	0	1	4	B	YAJR_ECOLI			2	2	0			B
P77737	1	1	1	1	0	0	1	5	F1	OPPF_ECOLI	1.91	2	2	2	2			F1
P77756	1	1	1	1	0	1	1	6	B	QUEC_ECOLI		1	2	2	2			B
P77757	0	1	1	1	0	0	1	4	B	ARNC_ECOLI			2	2	2			B
P77774	1	1	1	1	0	0	1	5	I	YFGL_ECOLI	0.87	1	2	2	2			I
P77804	1	1	1	1	0	0	1	5	F2	YDGA_ECOLI	1.08	1	2	2	2			F2
Q46824	0	1	1	1	0	0	1	4	B	YGFX_ECOLI			2	2	2			B
Q46845	1	1	1	1	0	0	1	5	F1	YGHU_ECOLI		1	2	2	2			F1
Q46927	0	1	1	1	0	0	1	4	B	YGDL_ECOLI			2	0	0			B
Q47146	1	1	1	1	0	1	1	6	B	FADE_ECOLI	0.54	1	2	2			0.131839439	B
Q47622	0	1	1	1	0	1	1	5	G	SAPA_ECOLI			2	2	2		0.861984195	G
P00634	0	1	1	1	0	0	1	4	G	PPB_ECOLI			0	2	0			G
P00909	0	1	1	1	0	0	1	4	B	TRPC_ECOLI			2	2				B
P02919	1	1	1	1	0	1	1	6	B	PBPB_ECOLI	0.86	1	2	0	0		1.125502901	B
P02929	0	1	1	1	0	0	1	4	B	TONB_ECOLI			2	2	2			B
P03004	1	1	1	1	0	1	1	6	F1	DNAA_ECOLI	2.49	2	2	2	2		7.393099005	F1
P03819	0	1	1	1	1	1	1	6	B	KEFC_ECOLI			2	2	2	0	0.387545463	B
P04846	0	1	1	1	0	1	1	5	E	NLPA_ECOLI			2	2	2		2.010467794	E
P05704	0	1	1	1	0	0	1	4	B	MCP3_ECOLI			2	2				B
P05825	0	1	1	1	0	0	1	4	H	FEPA_ECOLI			2	2	2			H
P06959	1	1	1	1	0	1	1	6	F1	ODP2_ECOLI	5.35	2	2	2	2		8.067519042	F1
P07024	1	1	1	1	0	0	1	5	G	USHA_ECOLI	1.95	2	2	2	2			G
P07117	1	1	1	1	0	1	1	6	B	PUTP_ECOLI	2.74	2	2	2	2		1.121790944	B
P09127	1	1	1	1	0	1	1	6	B	HEMX_ECOLI	1	1	2	2	2		4.496332543	B
P09323	1	1	1	1	0	0	1	5	B	PTW3C_ECOLI	1	1	2	2	2			B
P09551	0	1	1	1	1	1	1	6	G	ARGT_ECOLI			2	2	0	0	3.144975363	G
P0A698	1	1	1	1	0	1	1	6	F1	UVRA_ECOLI	1	1	2	2			1.257423132	F1
P0A6A8	1	1	1	1	0	0	1	5	F1	ACP_ECOLI	20.31	2	2	2	2			F1
P0A6E6	1	1	1	1	0	1	1	6	F1	ATPE_ECOLI	3.67	2	2	2	2			F1
P0A6M2	0	1	1	1	0	0	1	4	B	DSBB_ECOLI			2	2	2			B
P0A6S5	0	1	1	1	0	0	1	4	B	FTSB_ECOLI			2	2	2			B
P0A6U3	1	1	1	1	0	0	1	5	F1	MNMG_ECOLI	0.27	1	2	2	2			F1
P0A6W3	0	1	1	1	0	0	1	4	B	MRAY_ECOLI			2	2	2			B
P0A742	1	1	1	1	1	0	1	6	B	MSCL_ECOLI	1.54	1	2	2	2	0		B
P0A7A2	1	1	1	1	0	0	1	5	B	GPMB_ECOLI	0.12	0	2	2	0			B
P0A7A7	1	1	1	1	0	1	1	6	F1	PLSB_ECOLI		1	2	2	2		1.762942628	F1
P0A830	1	1	1	1	0	0	1	5	B	DCTA_ECOLI	2.35	2	2	2	2			B
P0A843	1	1	1	1	0	1	1	6	B	TATE_ECOLI	0.72	1	2	2	2			B
P0A8D9	0	1	1	1	0	0	1	4	B	YFBV_ECOLI			2	2	2			B
P0A8G6	1	1	1	1	0	1	1	6	B	WRBA_ECOLI	6	2	2	2	2			B
P0A8K1	1	1	1	1	0	0	1	5	F1	PSD_ECOLI	1.92	2	2	2	2			F1
P0A8K8	0	1	1	1	0	0	1	4	B	YIHY_ECOLI			2	2	2			B
P0A8Q0	0	1	1	1	1	0	1	5	B	FRDC_ECOLI			0	2	2	0		B
P0A8Q3	0	1	1	1	0	0	1	4	B	FRDD_ECOLI			2	2	2			B
P0A903	1	1	1	1	0	0	1	5	I	NLPB_ECOLI	3.08	2	2	2	2			I
P0A905	1	1	1	1	0	0	1	5	I	SLYB_ECOLI	4.84	2	2	2	2			I
P0A910	1	1	1	1	0	0	1	5	H	OMPA_ECOLI	47.67	2	2	2	2			H
P0A932	0	1	1	1	0	0	1	4	I	GFCE_ECOLI			2	0	0			I
P0A9A6	1	1	1	1	0	0	1	5	F1	FTSZ_ECOLI	3.49	2	2	2	2			F1
P0A9M8	1	1	1	1	0	1	1	6	B	PTA_ECOLI	0.71	1	2	2	2			B
P0A9S3	1	1	1	1	0	0	1	5	B	GATD_ECOLI	7.48	2	2	2	2			B
P0A9T8	0	0	1	1	0	0	1	3	F1	YBBA_ECOLI				2				F1
P0AA60	0	1	1	1	0	0	1	4	B	YGHB_ECOLI			2	2	2			B
P0AA67	0	1	1	1	0	0	1	4	B	RHTA_ECOLI			2	0	0			B
P0AA82	0	1	1	1	0	0	1	4	B	CODB_ECOLI			2	2	0			B
P0AAA1	0	1	1	1	0	0	1	4	B	YAGU_ECOLI			2	0	2			B
P0AAE2	0	1	1	1	0	0	1	4	B	PROY_ECOLI			2	2	2			B
P0AAG0	0	1	1	1	0	0	1	4	F1	DPPD_ECOLI			2	2	2			F1
P0AAG8	1	1	1	1	0	0	1	5	F1	MGLA_ECOLI	3	2	2	2	2			F1
P0AAI3	1	1	1	1	0	1	1	6	B	FTSH_ECOLI	2.12	2	2	2	2			B
P0AAS3	0	1	1	1	0	0	1	4	B	YBBJ_ECOLI			2	2				B
P0AB01	0	1	1	1	0	0	1	4	B	YCBC_ECOLI			2	2	2			B
P0ABA0	1	1	1	1	0	0	1	5	B	ATPF_ECOLI	9.77	2	2	2	2			B
P0ABA4	1	1	1	1	0	1	1	6	F1	ATPD_ECOLI	5.03	2	2	2	2		16.23167566	F1
P0ABB0	1	1	1	1	0	1	1	6	F1	ATPA_ECOLI	6	2	2	2	2			F1
P0ABC9	0	1	1	1	1	0	1	5	B	BETT_ECOLI			2	2	0	0		B
P0ABG4	0	1	1	1	0	0	1	4	B	FTSW_ECOLI			2	2	2			B
P0ABG7	0	1	1	1	0	0	1	4	B	RODA_ECOLI			2	2	2			B
P0ABK2	1	1	1	1	0	0	1	5	B	CYDB_ECOLI	2.91	2	2	2	2			B
P0ABN1	0	1	1	1	1	0	1	5	B	KDGL_ECOLI			2	2	2	0		B
P0ABN5	1	1	1	1	0	0	1	5	B	DCUA_ECOLI	1	1	0	0	2			B
P0ABP6	0	1	1	1	1	0	1	5	B	DEDA_ECOLI			2	2	2	0		B
P0ABZ6	1	1	1	1	0	1	1	6	G	SURA_ECOLI	1.12	1	2	2	2		8.470450082	G
P0AC47	1	1	1	1	0	0	1	5	F1	FRDB_ECOLI	1.57	1	2	2	2			F1
P0AC78	0	1	1	1	0	0	1	4	B	WECA_ECOLI			2	2	2			B
P0ACS7	0	1	1	1	1	0	1	5	B	RPIR_ECOLI			2	2	2	0		B
P0ACU0	0	1	1	1	0	0	1	4	B	YBIH_ECOLI			2	2	2			B
P0ACV4	0	1	1	1	0	0	1	4	B	YCIS_ECOLI			2	2	2			B
P0AD42	0	0	1	1	0	0	1	3	B	YFHB_ECOLI				2	2			B
P0AD44	0	1	1	1	0	0	1	4	I	YFHG_ECOLI			2	2	2			I
P0ADA1	0	1	1	1	0	0	1	4	G	TESA_ECOLI			2	2	2			G
P0ADA3	1	1	1	1	0	0	1	5	I	NLPD_ECOLI	7.37	2	2	2	2			I
P0ADC1	1	1	1	1	0	0	1	5	I	LPTE_ECOLI	0.96	1	2	2	2			I
P0ADC3	0	1	1	1	0	0	1	4	B	LOLC_ECOLI			2	2	2			B
P0ADG7	1	1	1	1	0	0	1	5	B	IMDH_ECOLI	2.37	2	2	2	2			B
P0ADN6	1	0	0	0	0	0	1	2	I	YIFL_ECOLI	1.52	1						I
P0ADQ2	0	1	1	1	0	1	1	5	B	YIID_ECOLI			2	2	2		2.095254035	B
P0ADQ7	1	1	1	1	0	0	1	5	B	YGAM_ECOLI	4.32	2	0	2	0			B
P0ADT8	1	1	1	1	0	0	1	5	B	YGIM_ECOLI	0.41	1	2	2	2			B
P0ADW3	1	1	1	1	0	0	1	5	B	YHCB_ECOLI		1	2	2	2			B
P0ADX7	0	1	1	1	0	0	1	4	G	YHHA_ECOLI			0	2	2			G
P0AE06	1	1	1	1	0	0	1	5	E	ACRA_ECOLI	1.04	1	2	2	2			E
P0AE22	1	1	1	1	0	0	1	5	G	APHA_ECOLI	1.76	2	2	2	2			G
P0AE26	0	1	1	1	1	0	1	5	B	ARAH_ECOLI			2	2	2	0		B
P0AE88	1	1	1	1	0	1	1	6	F1	CPXR_ECOLI	0.59	1	2	2	2		3.54371108	F1
P0AEC5	0	1	1	1	0	1	1	5	B	BARA_ECOLI			2	2	2		0.726401996	B
P0AEE3	1	1	1	1	1	0	1	6	B	DEGS_ECOLI	0.38	1	2	2	2	0		B
P0AEG1	0	1	1	1	1	0	1	5	B	DPPC_ECOLI			2	2	2	0		B
P0AEH5	1	1	1	1	0	1	1	6	B	ELAB_ECOLI	4	2	2	2	2		47.72701918	B
P0AEM9	1	1	1	1	0	1	1	6	G	FLIY_ECOLI	2.72	2	2	2	2		5.348256628	G
P0AEN4	0	1	1	1	1	0	1	5	B	FTSL_ECOLI			2	2	2	0		B
P0AEP1	0	1	1	1	1	0	1	5	B	GALP_ECOLI			2	0		0		B
