Entry Name A	Entry Name B	Accession A	Accession B
DPO1_ECOLI	KDGR_ECOLI	P00582	P76268
PPB_ECOLI	IF2_ECOLI	P00634	P0A705
PPB_ECOLI	FTSW_ECOLI	P00634	P0ABG4
PPB_ECOLI	EXBB_ECOLI	P00634	P0ABU7
PPB_ECOLI	PUTA_ECOLI	P00634	P09546
LSPA_ECOLI	DAPD_ECOLI	P00804	P0A9D8
LSPA_ECOLI	RS16_ECOLI	P00804	P0A7T3
ASPG2_ECOLI	PBPA_ECOLI	P00805	P02918
ASPG2_ECOLI	YEFI_ECOLI	P00805	P37751
CYNS_ECOLI	CYNS_ECOLI	P00816	P00816
DCDA_ECOLI	TIG_ECOLI	P00861	P0A850
DCDA_ECOLI	DCDA_ECOLI	P00861	P00861
DCDA_ECOLI	CPXR_ECOLI	P00861	P0AE88
DCDA_ECOLI	CPXR_ECOLI	P00861	P0AE88
CAPP_ECOLI	RL28_ECOLI	P00864	P0A7M2
AROH_ECOLI	CH60_ECOLI	P00887	P0A6F5
AROF_ECOLI	AROF_ECOLI	P00888	P00888
ILVG_ECOLI	RS6_ECOLI	P00892	P02358
ILVG_ECOLI	RS7_ECOLI	P00892	P02359
ILVG_ECOLI	RL15_ECOLI	P00892	P02413
ILVG_ECOLI	IF2_ECOLI	P00892	P0A705
ILVG_ECOLI	RS13_ECOLI	P00892	P0A7S9
ILVG_ECOLI	RS18_ECOLI	P00892	P0A7T7
ILVG_ECOLI	RS2_ECOLI	P00892	P0A7V0
ILVG_ECOLI	RS4_ECOLI	P00892	P0A7V8
ILVG_ECOLI	RS5_ECOLI	P00892	P0A7W1
ILVG_ECOLI	RPOC_ECOLI	P00892	P0A8T7
ILVG_ECOLI	DEAD_ECOLI	P00892	P0A9P6
ILVG_ECOLI	RL13_ECOLI	P00892	P0AA10
ILVG_ECOLI	ACCA_ECOLI	P00892	P0ABD5
ILVG_ECOLI	RL14_ECOLI	P00892	P0ADY3
ILVG_ECOLI	SPOT_ECOLI	P00892	P0AG24
ILVG_ECOLI	RL6_ECOLI	P00892	P0AG55
ILVG_ECOLI	RNR_ECOLI	P00892	P21499
ILVG_ECOLI	SRMB_ECOLI	P00892	P21507
ILVG_ECOLI	HRPA_ECOLI	P00892	P43329
ILVG_ECOLI	RL2_ECOLI	P00892	P60422
ILVG_ECOLI	RL3_ECOLI	P00892	P60438
ILVG_ECOLI	RL4_ECOLI	P00892	P60723
ILVG_ECOLI	RL22_ECOLI	P00892	P61175
ILVG_ECOLI	ILVG_ECOLI	P00892	P00892
ILVG_ECOLI	DLDH_ECOLI	P00892	P0A9P0
ILVG_ECOLI	CSPA_ECOLI	P00892	P0A9X9
ILVG_ECOLI	CSPC_ECOLI	P00892	P0A9Y6
ILVG_ECOLI	YBCJ_ECOLI	P00892	P0AAS7
ILVG_ECOLI	SECA_ECOLI	P00892	P10408
ILVG_ECOLI	PSS_ECOLI	P00892	P23830
ILVG_ECOLI	RHLE_ECOLI	P00892	P25888
ILVG_ECOLI	YGIF_ECOLI	P00892	P30871
ILVG_ECOLI	YHIR_ECOLI	P00892	P37634
ILVG_ECOLI	YBJD_ECOLI	P00892	P75828
ILVG_ECOLI	YNCE_ECOLI	P00892	P76116
ILVI_ECOLI	CH60_ECOLI	P00893	P0A6F5
ILVI_ECOLI	ILVI_ECOLI	P00893	P00893
ILVH_ECOLI	ILVH_ECOLI	P00894	P00894
PHR_ECOLI	PHR_ECOLI	P00914	P00914
PHR_ECOLI	NFI_ECOLI	P00914	P68739
PHR_ECOLI	NFI_ECOLI	P00914	P68739
PHR_ECOLI	RLMI_ECOLI	P00914	P75876
THRC_ECOLI	OTSA_ECOLI	P00934	P31677
METB_ECOLI	METB_ECOLI	P00935	P00935
MANA_ECOLI	PBPA_ECOLI	P00946	P02918
MANA_ECOLI	MANA_ECOLI	P00946	P00946
MANA_ECOLI	RIMN_ECOLI	P00946	P45748
MANA_ECOLI	REQ2_ECOLI	P00946	P76161
SYW_ECOLI	SYW_ECOLI	P00954	P00954
SYW_ECOLI	RS5_ECOLI	P00954	P0A7W1
SYW_ECOLI	RL13_ECOLI	P00954	P0AA10
SYI_ECOLI	SYI_ECOLI	P00956	P00956
SYI_ECOLI	PPK_ECOLI	P00956	P0A7B1
SYI_ECOLI	PPK_ECOLI	P00956	P0A7B1
SYI_ECOLI	ALLR_ECOLI	P00956	P0ACN4
SYI_ECOLI	EFTU1_ECOLI	P00956	P0CE47
SYI_ECOLI	HYAD_ECOLI	P00956	P19930
SYI_ECOLI	YJGL_ECOLI	P00956	P39336
SYA_ECOLI	SYA_ECOLI	P00957	P00957
SYA_ECOLI	TOP1_ECOLI	P00957	P06612
SYA_ECOLI	RS2_ECOLI	P00957	P0A7V0
SYA_ECOLI	GLMS_ECOLI	P00957	P17169
SYA_ECOLI	ARPA_ECOLI	P00957	P23325
SYA_ECOLI	RLUB_ECOLI	P00957	P37765
SYA_ECOLI	YDFR_ECOLI	P00957	P76160
SYM_ECOLI	YBGI_ECOLI	P00959	P0AFP6
SYM_ECOLI	NRDD_ECOLI	P00959	P28903
SYGA_ECOLI	SYGA_ECOLI	P00960	P00960
SYGA_ECOLI	DNAJ_ECOLI	P00960	P08622
SYGA_ECOLI	RL19_ECOLI	P00960	P0A7K6
SYGA_ECOLI	RL28_ECOLI	P00960	P0A7M2
SYGA_ECOLI	RS13_ECOLI	P00960	P0A7S9
SYGA_ECOLI	RS16_ECOLI	P00960	P0A7T3
SYGA_ECOLI	RS16_ECOLI	P00960	P0A7T3
SYGA_ECOLI	RS2_ECOLI	P00960	P0A7V0
SYGA_ECOLI	RS3_ECOLI	P00960	P0A7V3
SYGA_ECOLI	RS5_ECOLI	P00960	P0A7W1
SYGA_ECOLI	METK_ECOLI	P00960	P0A817
SYGA_ECOLI	YBGI_ECOLI	P00960	P0AFP6
SYGA_ECOLI	RL21_ECOLI	P00960	P0AG48
SYGA_ECOLI	RL6_ECOLI	P00960	P0AG55
SYGA_ECOLI	EFTU1_ECOLI	P00960	P0CE47
SYGA_ECOLI	PRC_ECOLI	P00960	P23865
SYGA_ECOLI	LLDD_ECOLI	P00960	P33232
SYGA_ECOLI	RL4_ECOLI	P00960	P60723
SYGA_ECOLI	RL4_ECOLI	P00960	P60723
SYGA_ECOLI	RL22_ECOLI	P00960	P61175
SYGB_ECOLI	SYGB_ECOLI	P00961	P00961
SYGB_ECOLI	CH60_ECOLI	P00961	P0A6F5
SYGB_ECOLI	NRDR_ECOLI	P00961	P0A8D0
SYGB_ECOLI	GYRA_ECOLI	P00961	P0AES4
SYGB_ECOLI	CSIE_ECOLI	P00961	P54901
SYQ_ECOLI	SYQ_ECOLI	P00962	P00962
SYQ_ECOLI	TRMB_ECOLI	P00962	P0A8I5
SYQ_ECOLI	TRMB_ECOLI	P00962	P0A8I5
ASNA_ECOLI	ASNA_ECOLI	P00963	P00963
CARB_ECOLI	CARB_ECOLI	P00968	P00968
CARB_ECOLI	TIG_ECOLI	P00968	P0A850
CARB_ECOLI	CYSI_ECOLI	P00968	P17846
CARB_ECOLI	CYSJ_ECOLI	P00968	P38038
RS6_ECOLI	UVRD_ECOLI	P02358	P03018
RS6_ECOLI	RF2_ECOLI	P02358	P07012
RS6_ECOLI	ACP_ECOLI	P02358	P0A6A8
RS6_ECOLI	ACP_ECOLI	P02358	P0A6A8
RS6_ECOLI	CLPP_ECOLI	P02358	P0A6G7
RS6_ECOLI	IHFB_ECOLI	P02358	P0A6Y1
RS6_ECOLI	HTPG_ECOLI	P02358	P0A6Z3
RS6_ECOLI	IF3_ECOLI	P02358	P0A707
RS6_ECOLI	RPPH_ECOLI	P02358	P0A776
RS6_ECOLI	PGK_ECOLI	P02358	P0A799
RS6_ECOLI	RS5_ECOLI	P02358	P0A7W1
RS6_ECOLI	YACL_ECOLI	P02358	P0A8E5
RS6_ECOLI	UVRC_ECOLI	P02358	P0A8G0
RS6_ECOLI	TRMB_ECOLI	P02358	P0A8I5
RS6_ECOLI	RHLB_ECOLI	P02358	P0A8J8
RS6_ECOLI	RHLB_ECOLI	P02358	P0A8J8
RS6_ECOLI	RPOB_ECOLI	P02358	P0A8V2
RS6_ECOLI	YFBU_ECOLI	P02358	P0A8W8
RS6_ECOLI	DEAD_ECOLI	P02358	P0A9P6
RS6_ECOLI	DEAD_ECOLI	P02358	P0A9P6
RS6_ECOLI	MREB_ECOLI	P02358	P0A9X4
RS6_ECOLI	MREB_ECOLI	P02358	P0A9X4
RS6_ECOLI	CSPC_ECOLI	P02358	P0A9Y6
RS6_ECOLI	CSPC_ECOLI	P02358	P0A9Y6
RS6_ECOLI	RLUC_ECOLI	P02358	P0AA39
RS6_ECOLI	YBCJ_ECOLI	P02358	P0AAS7
RS6_ECOLI	CLPA_ECOLI	P02358	P0ABH9
RS6_ECOLI	HOLE_ECOLI	P02358	P0ABS8
RS6_ECOLI	DPS_ECOLI	P02358	P0ABT2
RS6_ECOLI	DPS_ECOLI	P02358	P0ABT2
RS6_ECOLI	EXBB_ECOLI	P02358	P0ABU7
RS6_ECOLI	ALLR_ECOLI	P02358	P0ACN4
RS6_ECOLI	ALLR_ECOLI	P02358	P0ACN4
RS6_ECOLI	FIMB_ECOLI	P02358	P0ADH5
RS6_ECOLI	YGGE_ECOLI	P02358	P0ADS6
RS6_ECOLI	NUSG_ECOLI	P02358	P0AFG0
RS6_ECOLI	YFIF_ECOLI	P02358	P0AGJ5
RS6_ECOLI	YFIF_ECOLI	P02358	P0AGJ5
RS6_ECOLI	YHBY_ECOLI	P02358	P0AGK4
RS6_ECOLI	IBPA_ECOLI	P02358	P0C054
RS6_ECOLI	SELB_ECOLI	P02358	P14081
RS6_ECOLI	RNR_ECOLI	P02358	P21499
RS6_ECOLI	YEFI_ECOLI	P02358	P37751
RS6_ECOLI	RLUB_ECOLI	P02358	P37765
RS6_ECOLI	TORZ_ECOLI	P02358	P46923
RS6_ECOLI	GMHB_ECOLI	P02358	P63228
RS6_ECOLI	YQJI_ECOLI	P02358	P64588
RS6_ECOLI	RS21_ECOLI	P02358	P68679
RS6_ECOLI	NFI_ECOLI	P02358	P68739
RS6_ECOLI	CSRA_ECOLI	P02358	P69913
RS6_ECOLI	YBHK_ECOLI	P02358	P75767
RS6_ECOLI	RLMI_ECOLI	P02358	P75876
RS6_ECOLI	DCYD_ECOLI	P02358	P76316
RS6_ECOLI	YFFS_ECOLI	P02358	P76550
RS6_ECOLI	GTRB_ECOLI	P02358	P77293
RS7_ECOLI	RPOD_ECOLI	P02359	P00579
RS7_ECOLI	PNP_ECOLI	P02359	P05055
RS7_ECOLI	GRPE_ECOLI	P02359	P09372
RS7_ECOLI	ACP_ECOLI	P02359	P0A6A8
RS7_ECOLI	CLPP_ECOLI	P02359	P0A6G7
RS7_ECOLI	HSLU_ECOLI	P02359	P0A6H5
RS7_ECOLI	HSCB_ECOLI	P02359	P0A6L9
RS7_ECOLI	FABA_ECOLI	P02359	P0A6Q3
RS7_ECOLI	FABZ_ECOLI	P02359	P0A6Q6
RS7_ECOLI	HFQ_ECOLI	P02359	P0A6X3
RS7_ECOLI	HSLO_ECOLI	P02359	P0A6Y5
RS7_ECOLI	IF3_ECOLI	P02359	P0A707
RS7_ECOLI	KDSA_ECOLI	P02359	P0A715
RS7_ECOLI	IPYR_ECOLI	P02359	P0A7A9
RS7_ECOLI	PYRH_ECOLI	P02359	P0A7E9
RS7_ECOLI	RL7_ECOLI	P02359	P0A7K2
RS7_ECOLI	RS5_ECOLI	P02359	P0A7W1
RS7_ECOLI	RNPA_ECOLI	P02359	P0A7Y8
RS7_ECOLI	RPOZ_ECOLI	P02359	P0A800
RS7_ECOLI	RIMP_ECOLI	P02359	P0A8A8
RS7_ECOLI	SYK2_ECOLI	P02359	P0A8N5
RS7_ECOLI	PHOL_ECOLI	P02359	P0A9K3
RS7_ECOLI	LON_ECOLI	P02359	P0A9M0
RS7_ECOLI	DEAD_ECOLI	P02359	P0A9P6
RS7_ECOLI	FTSE_ECOLI	P02359	P0A9R7
RS7_ECOLI	CSPA_ECOLI	P02359	P0A9X9
RS7_ECOLI	FTSH_ECOLI	P02359	P0AAI3
RS7_ECOLI	HYPC_ECOLI	P02359	P0AAM3
RS7_ECOLI	CLPA_ECOLI	P02359	P0ABH9
RS7_ECOLI	PRIM_ECOLI	P02359	P0ABS5
RS7_ECOLI	DBHB_ECOLI	P02359	P0ACF4
RS7_ECOLI	HSLR_ECOLI	P02359	P0ACG8
RS7_ECOLI	FIMB_ECOLI	P02359	P0ADH5
RS7_ECOLI	NUSA_ECOLI	P02359	P0AFF6
RS7_ECOLI	NUSG_ECOLI	P02359	P0AFG0
RS7_ECOLI	SSPB_ECOLI	P02359	P0AFZ3
RS7_ECOLI	YHBY_ECOLI	P02359	P0AGK4
RS7_ECOLI	IBPA_ECOLI	P02359	P0C054
RS7_ECOLI	SELB_ECOLI	P02359	P14081
RS7_ECOLI	ICLR_ECOLI	P02359	P16528
RS7_ECOLI	RNE_ECOLI	P02359	P21513
RS7_ECOLI	LPXD_ECOLI	P02359	P21645
RS7_ECOLI	PSS_ECOLI	P02359	P23830
RS7_ECOLI	MNME_ECOLI	P02359	P25522
RS7_ECOLI	MOAA_ECOLI	P02359	P30745
RS7_ECOLI	AIDB_ECOLI	P02359	P33224
RS7_ECOLI	RSGA_ECOLI	P02359	P39286
RS7_ECOLI	RL4_ECOLI	P02359	P60723
RS7_ECOLI	RLMB_ECOLI	P02359	P63177
RS7_ECOLI	YDIH_ECOLI	P02359	P64476
RS7_ECOLI	NFI_ECOLI	P02359	P68739
RS7_ECOLI	RCSA_ECOLI	P02359	P69405
RS7_ECOLI	YBJX_ECOLI	P02359	P75829
RS7_ECOLI	YDCP_ECOLI	P02359	P76104
RL15_ECOLI	PNP_ECOLI	P02413	P05055
RL15_ECOLI	ACP_ECOLI	P02413	P0A6A8
RL15_ECOLI	HFQ_ECOLI	P02413	P0A6X3
RL15_ECOLI	IHFB_ECOLI	P02413	P0A6Y1
RL15_ECOLI	IF3_ECOLI	P02413	P0A707
RL15_ECOLI	RPPH_ECOLI	P02413	P0A776
RL15_ECOLI	PYRH_ECOLI	P02413	P0A7E9
RL15_ECOLI	RL27_ECOLI	P02413	P0A7L8
RL15_ECOLI	RNPA_ECOLI	P02413	P0A7Y8
RL15_ECOLI	RNPA_ECOLI	P02413	P0A7Y8
RL15_ECOLI	RPOA_ECOLI	P02413	P0A7Z4
RL15_ECOLI	TIG_ECOLI	P02413	P0A850
RL15_ECOLI	PHOL_ECOLI	P02413	P0A9K3
RL15_ECOLI	PHOL_ECOLI	P02413	P0A9K3
RL15_ECOLI	RL23_ECOLI	P02413	P0ADZ0
RL15_ECOLI	SKP_ECOLI	P02413	P0AEU7
RL15_ECOLI	YJGF_ECOLI	P02413	P0AF93
RL15_ECOLI	NUSA_ECOLI	P02413	P0AFF6
RL15_ECOLI	SPOT_ECOLI	P02413	P0AG24
RL15_ECOLI	SELB_ECOLI	P02413	P14081
RL15_ECOLI	SRLR_ECOLI	P02413	P15082
RL15_ECOLI	MAK_ECOLI	P02413	P23917
RL15_ECOLI	ADIA_ECOLI	P02413	P28629
RL15_ECOLI	RLUB_ECOLI	P02413	P37765
RL15_ECOLI	CSRA_ECOLI	P02413	P69913
RL15_ECOLI	YBJX_ECOLI	P02413	P75829
RL15_ECOLI	YNCE_ECOLI	P02413	P76116
RL15_ECOLI	DCYD_ECOLI	P02413	P76316
RL15_ECOLI	YGFU_ECOLI	P02413	Q46821
PBPA_ECOLI	6PGD_ECOLI	P02918	P00350
PBPA_ECOLI	RL15_ECOLI	P02918	P02413
PBPA_ECOLI	PFLB_ECOLI	P02918	P09373
PBPA_ECOLI	EFG_ECOLI	P02918	P0A6M8
PBPA_ECOLI	EFTS_ECOLI	P02918	P0A6P1
PBPA_ECOLI	ENO_ECOLI	P02918	P0A6P9
PBPA_ECOLI	PGK_ECOLI	P02918	P0A799
PBPA_ECOLI	RL11_ECOLI	P02918	P0A7J7
PBPA_ECOLI	RL19_ECOLI	P02918	P0A7K6
PBPA_ECOLI	RL29_ECOLI	P02918	P0A7M6
PBPA_ECOLI	RL9_ECOLI	P02918	P0A7R1
PBPA_ECOLI	RS11_ECOLI	P02918	P0A7R9
PBPA_ECOLI	RS16_ECOLI	P02918	P0A7T3
PBPA_ECOLI	RS19_ECOLI	P02918	P0A7U3
PBPA_ECOLI	GLYA_ECOLI	P02918	P0A825
PBPA_ECOLI	FUR_ECOLI	P02918	P0A9A9
PBPA_ECOLI	G3P1_ECOLI	P02918	P0A9B2
PBPA_ECOLI	CSPC_ECOLI	P02918	P0A9Y6
PBPA_ECOLI	USPD_ECOLI	P02918	P0AAB8
PBPA_ECOLI	YCCJ_ECOLI	P02918	P0AB14
PBPA_ECOLI	DBHA_ECOLI	P02918	P0ACF0
PBPA_ECOLI	YFCZ_ECOLI	P02918	P0AD33
PBPA_ECOLI	RL16_ECOLI	P02918	P0ADY7
PBPA_ECOLI	FABG_ECOLI	P02918	P0AEK2
PBPA_ECOLI	RISA_ECOLI	P02918	P0AFU8
PBPA_ECOLI	RS1_ECOLI	P02918	P0AG67
PBPA_ECOLI	RL18_ECOLI	P02918	P0C018
PBPA_ECOLI	OSMC_ECOLI	P02918	P0C0L2
PBPA_ECOLI	EFTU1_ECOLI	P02918	P0CE47
PBPA_ECOLI	KATG_ECOLI	P02918	P13029
PBPA_ECOLI	GLMS_ECOLI	P02918	P17169
PBPA_ECOLI	PGM_ECOLI	P02918	P36938
PBPA_ECOLI	RL5_ECOLI	P02918	P62399
PBPA_ECOLI	RL25_ECOLI	P02918	P68919
PBPA_ECOLI	WRBA_ECOLI	P02918	P0A8G6
PBPA_ECOLI	ELAB_ECOLI	P02918	P0AEH5
PBPA_ECOLI	YQJD_ECOLI	P02918	P64581
PBPB_ECOLI	TALB_ECOLI	P02919	P0A870
PBPB_ECOLI	HEM2_ECOLI	P02919	P0ACB2
PBPB_ECOLI	DBHA_ECOLI	P02919	P0ACF0
PBPB_ECOLI	PPSA_ECOLI	P02919	P23538
MELB_ECOLI	RLMN_ECOLI	P02921	P36979
RBSB_ECOLI	SYI_ECOLI	P02925	P00956
TONB_ECOLI	RL10_ECOLI	P02929	P0A7J3
TONB_ECOLI	RS10_ECOLI	P02929	P0A7R5
TONB_ECOLI	EXBB_ECOLI	P02929	P0ABU7
TOLC_ECOLI	ACRB_ECOLI	P02930	P31224
OMPF_ECOLI	TOLA_ECOLI	P02931	P19934
PHOE_ECOLI	RLMN_ECOLI	P02932	P36979
MCP1_ECOLI	RLMN_ECOLI	P02942	P36979
DNAA_ECOLI	RS7_ECOLI	P03004	P02359
DNAA_ECOLI	RL15_ECOLI	P03004	P02413
DNAA_ECOLI	DNAJ_ECOLI	P03004	P08622
DNAA_ECOLI	RL28_ECOLI	P03004	P0A7M2
DNAA_ECOLI	RS10_ECOLI	P03004	P0A7R5
DNAA_ECOLI	RS4_ECOLI	P03004	P0A7V8
DNAA_ECOLI	RS5_ECOLI	P03004	P0A7W1
DNAA_ECOLI	RS9_ECOLI	P03004	P0A7X3
DNAA_ECOLI	DNAB_ECOLI	P03004	P0ACB0
DNAA_ECOLI	RL14_ECOLI	P03004	P0ADY3
DNAA_ECOLI	RL16_ECOLI	P03004	P0ADY7
DNAA_ECOLI	RL16_ECOLI	P03004	P0ADY7
DNAA_ECOLI	RS14_ECOLI	P03004	P0AG59
DNAA_ECOLI	RS14_ECOLI	P03004	P0AG59
DNAA_ECOLI	RL2_ECOLI	P03004	P60422
DNAA_ECOLI	RL24_ECOLI	P03004	P60624
DNAA_ECOLI	RL4_ECOLI	P03004	P60723
DNAA_ECOLI	DNAA_ECOLI	P03004	P03004
DNAA_ECOLI	NADE_ECOLI	P03004	P18843
DNAA_ECOLI	SYD_ECOLI	P03004	P21889
DPO3E_ECOLI	RL1_ECOLI	P03007	P0A7L0
DPO3E_ECOLI	RL33_ECOLI	P03007	P0A7N9
DPO3E_ECOLI	RL33_ECOLI	P03007	P0A7N9
DPO3E_ECOLI	RL13_ECOLI	P03007	P0AA10
DPO3E_ECOLI	ATP6_ECOLI	P03007	P0AB98
DPO3E_ECOLI	DPO3A_ECOLI	P03007	P10443
DPO3E_ECOLI	YBIC_ECOLI	P03007	P30178
DPO3E_ECOLI	DPO3E_ECOLI	P03007	P03007
DPO3E_ECOLI	CSPC_ECOLI	P03007	P0A9Y6
DPO3E_ECOLI	HOLE_ECOLI	P03007	P0ABS8
DPO3E_ECOLI	SSB_ECOLI	P03007	P0AGE0
DPO3E_ECOLI	HOLD_ECOLI	P03007	P28632
DPO3E_ECOLI	YDIH_ECOLI	P03007	P64476
UVRD_ECOLI	RS7_ECOLI	P03018	P02359
UVRD_ECOLI	RS2_ECOLI	P03018	P0A7V0
UVRD_ECOLI	UVRB_ECOLI	P03018	P0A8F8
UVRD_ECOLI	PHOL_ECOLI	P03018	P0A9K3
UVRD_ECOLI	RL13_ECOLI	P03018	P0AA10
UVRD_ECOLI	ACCA_ECOLI	P03018	P0ABD5
UVRD_ECOLI	DBHA_ECOLI	P03018	P0ACF0
UVRD_ECOLI	RL23_ECOLI	P03018	P0ADZ0
UVRD_ECOLI	ODP1_ECOLI	P03018	P0AFG8
UVRD_ECOLI	MUTS_ECOLI	P03018	P23909
UVRD_ECOLI	PQIB_ECOLI	P03018	P43671
UVRD_ECOLI	RL3_ECOLI	P03018	P60438
