Entry Name A	Entry Name B	Accession A	Accession B
RL19_ECOLI	YBJX_ECOLI	P0A7K6	P75829
RL1_ECOLI	SRP54_ECOLI	P0A7L0	P0AGD7
RL1_ECOLI	FABZ_ECOLI	P0A7L0	P0A6Q6
RL1_ECOLI	KDSC_ECOLI	P0A7L0	P0ABZ4
RL1_ECOLI	SRP54_ECOLI	P0A7L0	P0AGD7
RL1_ECOLI	RNE_ECOLI	P0A7L0	P21513
RL1_ECOLI	HFQ_ECOLI	P0A7L0	P0A6X3
RL1_ECOLI	YEFI_ECOLI	P0A7L0	P37751
RL1_ECOLI	YBJX_ECOLI	P0A7L0	P75829
RL20_ECOLI	HFQ_ECOLI	P0A7L3	P0A6X3
RL20_ECOLI	HFQ_ECOLI	P0A7L3	P0A6X3
RL20_ECOLI	YADG_ECOLI	P0A7L3	P36879
RL27_ECOLI	SRP54_ECOLI	P0A7L8	P0AGD7
RL27_ECOLI	PARC_ECOLI	P0A7L8	P0AFI2
RL28_ECOLI	PLSB_ECOLI	P0A7M2	P0A7A7
RL28_ECOLI	ACP_ECOLI	P0A7M2	P0A6A8
RL28_ECOLI	PUTA_ECOLI	P0A7M2	P09546
RL28_ECOLI	FABZ_ECOLI	P0A7M2	P0A6Q6
RL28_ECOLI	HFQ_ECOLI	P0A7M2	P0A6X3
RL28_ECOLI	ATPG_ECOLI	P0A7M2	P0ABA6
RL28_ECOLI	SECA_ECOLI	P0A7M2	P10408
RL28_ECOLI	HFQ_ECOLI	P0A7M2	P0A6X3
RL28_ECOLI	YADG_ECOLI	P0A7M2	P36879
RL28_ECOLI	DMSD_ECOLI	P0A7M2	P69853
RL28_ECOLI	YBJX_ECOLI	P0A7M2	P75829
RL29_ECOLI	PUTA_ECOLI	P0A7M6	P09546
RL29_ECOLI	FTSE_ECOLI	P0A7M6	P0A9R7
RL33_ECOLI	DNAK_ECOLI	P0A7N9	P0A6Y8
RL33_ECOLI	PUTA_ECOLI	P0A7N9	P09546
RL33_ECOLI	ZNUC_ECOLI	P0A7N9	P0A9X1
RL33_ECOLI	HTPG_ECOLI	P0A7N9	P0A6Z3
RL33_ECOLI	ZNUC_ECOLI	P0A7N9	P0A9X1
RL33_ECOLI	YBJX_ECOLI	P0A7N9	P75829
RL33_ECOLI	YBJX_ECOLI	P0A7N9	P75829
RL9_ECOLI	DNAK_ECOLI	P0A7R1	P0A6Y8
RL9_ECOLI	LEPA_ECOLI	P0A7R1	P60785
RL9_ECOLI	HFQ_ECOLI	P0A7R1	P0A6X3
RL9_ECOLI	YBGC_ECOLI	P0A7R1	P0A8Z3
RL9_ECOLI	RNE_ECOLI	P0A7R1	P21513
RL9_ECOLI	FABZ_ECOLI	P0A7R1	P0A6Q6
RL9_ECOLI	HFQ_ECOLI	P0A7R1	P0A6X3
RL9_ECOLI	YADG_ECOLI	P0A7R1	P36879
RL9_ECOLI	YBJX_ECOLI	P0A7R1	P75829
RS10_ECOLI	PLSB_ECOLI	P0A7R5	P0A7A7
RS10_ECOLI	DNAA_ECOLI	P0A7R5	P03004
RS10_ECOLI	LEPA_ECOLI	P0A7R5	P60785
RS10_ECOLI	SECA_ECOLI	P0A7R5	P10408
RS10_ECOLI	PARC_ECOLI	P0A7R5	P0AFI2
RS10_ECOLI	RNE_ECOLI	P0A7R5	P21513
RS13_ECOLI	ACP_ECOLI	P0A7S9	P0A6A8
RS13_ECOLI	DNAA_ECOLI	P0A7S9	P03004
RS13_ECOLI	DNAA_ECOLI	P0A7S9	P03004
RS13_ECOLI	HFQ_ECOLI	P0A7S9	P0A6X3
RS13_ECOLI	ATPG_ECOLI	P0A7S9	P0ABA6
RS13_ECOLI	YBJX_ECOLI	P0A7S9	P75829
RS16_ECOLI	PUTA_ECOLI	P0A7T3	P09546
RS16_ECOLI	FTSE_ECOLI	P0A7T3	P0A9R7
RS16_ECOLI	RNE_ECOLI	P0A7T3	P21513
RS16_ECOLI	YADG_ECOLI	P0A7T3	P36879
RS18_ECOLI	YBGC_ECOLI	P0A7T7	P0A8Z3
RS18_ECOLI	YADG_ECOLI	P0A7T7	P36879
RS19_ECOLI	FABZ_ECOLI	P0A7U3	P0A6Q6
RS19_ECOLI	YEFI_ECOLI	P0A7U3	P37751
RS20_ECOLI	DNAA_ECOLI	P0A7U7	P03004
RS20_ECOLI	DNAA_ECOLI	P0A7U7	P03004
RS20_ECOLI	YBGC_ECOLI	P0A7U7	P0A8Z3
RS20_ECOLI	YADG_ECOLI	P0A7U7	P36879
RS20_ECOLI	YEFI_ECOLI	P0A7U7	P37751
RS2_ECOLI	DNAA_ECOLI	P0A7V0	P03004
RS2_ECOLI	DNAK_ECOLI	P0A7V0	P0A6Y8
RS2_ECOLI	FTSA_ECOLI	P0A7V0	P0ABH0
RS2_ECOLI	ERA_ECOLI	P0A7V0	P06616
RS2_ECOLI	EFTU1_ECOLI	P0A7V0	P0CE47
RS2_ECOLI	SECA_ECOLI	P0A7V0	P10408
RS2_ECOLI	LPXB_ECOLI	P0A7V0	P10441
RS2_ECOLI	MURG_ECOLI	P0A7V0	P17443
RS2_ECOLI	PARC_ECOLI	P0A7V0	P0AFI2
RS2_ECOLI	PSS_ECOLI	P0A7V0	P23830
RS3_ECOLI	DNAA_ECOLI	P0A7V3	P03004
RS3_ECOLI	DNAA_ECOLI	P0A7V3	P03004
RS3_ECOLI	FABZ_ECOLI	P0A7V3	P0A6Q6
RS3_ECOLI	GLPC_ECOLI	P0A7V3	P0A996
RS3_ECOLI	RNE_ECOLI	P0A7V3	P21513
RS3_ECOLI	HFQ_ECOLI	P0A7V3	P0A6X3
RS3_ECOLI	YADG_ECOLI	P0A7V3	P36879
RS3_ECOLI	YBJX_ECOLI	P0A7V3	P75829
RS3_ECOLI	YBJX_ECOLI	P0A7V3	P75829
RS4_ECOLI	PLSB_ECOLI	P0A7V8	P0A7A7
RS4_ECOLI	SRP54_ECOLI	P0A7V8	P0AGD7
RS4_ECOLI	YBGC_ECOLI	P0A7V8	P0A8Z3
RS4_ECOLI	PLSB_ECOLI	P0A7V8	P0A7A7
RS4_ECOLI	YBGC_ECOLI	P0A7V8	P0A8Z3
RS4_ECOLI	SRP54_ECOLI	P0A7V8	P0AGD7
RS4_ECOLI	PSS_ECOLI	P0A7V8	P23830
RS4_ECOLI	HFQ_ECOLI	P0A7V8	P0A6X3
RS4_ECOLI	YEFI_ECOLI	P0A7V8	P37751
RS4_ECOLI	YBJX_ECOLI	P0A7V8	P75829
RS4_ECOLI	YBJX_ECOLI	P0A7V8	P75829
RS5_ECOLI	FTSZ_ECOLI	P0A7W1	P0A9A6
RS5_ECOLI	ERA_ECOLI	P0A7W1	P06616
RS5_ECOLI	LEPA_ECOLI	P0A7W1	P60785
RS5_ECOLI	EFTU1_ECOLI	P0A7W1	P0CE47
RS5_ECOLI	FTSE_ECOLI	P0A7W1	P0A9R7
RS5_ECOLI	RNE_ECOLI	P0A7W1	P21513
RS5_ECOLI	FABZ_ECOLI	P0A7W1	P0A6Q6
RS5_ECOLI	PSS_ECOLI	P0A7W1	P23830
RS8_ECOLI	PLSB_ECOLI	P0A7W7	P0A7A7
RS8_ECOLI	ACP_ECOLI	P0A7W7	P0A6A8
RS8_ECOLI	YADG_ECOLI	P0A7W7	P36879
RS9_ECOLI	FTSE_ECOLI	P0A7X3	P0A9R7
RS9_ECOLI	YADG_ECOLI	P0A7X3	P36879
RNH_ECOLI	ATPG_ECOLI	P0A7Y4	P0ABA6
RNH_ECOLI	ATPA_ECOLI	P0A7Y4	P0ABB0
RNPA_ECOLI	DLDH_ECOLI	P0A7Y8	P0A9P0
RPOA_ECOLI	ODP2_ECOLI	P0A7Z4	P06959
RPOA_ECOLI	MREB_ECOLI	P0A7Z4	P0A9X4
RPOA_ECOLI	SYD_ECOLI	P0A7Z4	P21889
RPOA_ECOLI	PSS_ECOLI	P0A7Z4	P23830
RPOA_ECOLI	PSS_ECOLI	P0A7Z4	P23830
RPOA_ECOLI	WAAU_ECOLI	P0A7Z4	P27242
RPOA_ECOLI	YEFI_ECOLI	P0A7Z4	P37751
RRF_ECOLI	YEFI_ECOLI	P0A805	P37751
METK_ECOLI	PSTB_ECOLI	P0A817	P0AAH0
METK_ECOLI	EFTU1_ECOLI	P0A817	P0CE47
METK_ECOLI	RECA_ECOLI	P0A817	P0A7G6
METK_ECOLI	MREB_ECOLI	P0A817	P0A9X4
METK_ECOLI	PSTB_ECOLI	P0A817	P0AAH0
METK_ECOLI	SRP54_ECOLI	P0A817	P0AGD7
METK_ECOLI	SECA_ECOLI	P0A817	P10408
METK_ECOLI	MREB_ECOLI	P0A817	P0A9X4
METK_ECOLI	LOLD_ECOLI	P0A817	P75957
SSRP_ECOLI	SECA_ECOLI	P0A832	P10408
TGT_ECOLI	ODP2_ECOLI	P0A847	P06959
TGT_ECOLI	HFQ_ECOLI	P0A847	P0A6X3
TIG_ECOLI	HFQ_ECOLI	P0A850	P0A6X3
TIG_ECOLI	GLPC_ECOLI	P0A850	P0A996
TIG_ECOLI	MREB_ECOLI	P0A850	P0A9X4
TIG_ECOLI	HFQ_ECOLI	P0A850	P0A6X3
TNAA_ECOLI	DNAK_ECOLI	P0A853	P0A6Y8
TNAA_ECOLI	YBHF_ECOLI	P0A853	P0A9U1
TPIS_ECOLI	DNAK_ECOLI	P0A858	P0A6Y8
TPIS_ECOLI	ENTB_ECOLI	P0A858	P0ADI4
TPX_ECOLI	YEFI_ECOLI	P0A862	P37751
TALA_ECOLI	YEFI_ECOLI	P0A867	P37751
YHBJ_ECOLI	EFTU1_ECOLI	P0A894	P0CE47
YCFP_ECOLI	YEFI_ECOLI	P0A8E1	P37751
YACL_ECOLI	HFQ_ECOLI	P0A8E5	P0A6X3
YACL_ECOLI	HFQ_ECOLI	P0A8E5	P0A6X3
YACL_ECOLI	NUOG_ECOLI	P0A8E5	P33602
UVRB_ECOLI	DLDH_ECOLI	P0A8F8	P0A9P0
UVRC_ECOLI	GLNK_ECOLI	P0A8G0	P0AC55
WRBA_ECOLI	YEFI_ECOLI	P0A8G6	P37751
TRMB_ECOLI	DNAK_ECOLI	P0A8I5	P0A6Y8
TRMB_ECOLI	PSS_ECOLI	P0A8I5	P23830
TRMB_ECOLI	PSS_ECOLI	P0A8I5	P23830
YBED_ECOLI	EFTU1_ECOLI	P0A8J4	P0CE47
YBED_ECOLI	MREB_ECOLI	P0A8J4	P0A9X4
RHLB_ECOLI	EFTU1_ECOLI	P0A8J8	P0CE47
RHLB_ECOLI	RNE_ECOLI	P0A8J8	P21513
RHLB_ECOLI	RNE_ECOLI	P0A8J8	P21513
YCIU_ECOLI	LEPA_ECOLI	P0A8L7	P60785
SYN_ECOLI	SYD_ECOLI	P0A8M0	P21889
SYT_ECOLI	DNAK_ECOLI	P0A8M3	P0A6Y8
SYK2_ECOLI	MREB_ECOLI	P0A8N5	P0A9X4
SYK2_ECOLI	YEFI_ECOLI	P0A8N5	P37751
XERD_ECOLI	ACP_ECOLI	P0A8P8	P0A6A8
XERD_ECOLI	ACP_ECOLI	P0A8P8	P0A6A8
YCJF_ECOLI	NUOG_ECOLI	P0A8R7	P33602
ICIA_ECOLI	EFTU1_ECOLI	P0A8S1	P0CE47
FLHD_ECOLI	FLIG_ECOLI	P0A8S9	P0ABZ1
RPOC_ECOLI	HTPG_ECOLI	P0A8T7	P0A6Z3
RPOC_ECOLI	CYSQ_ECOLI	P0A8T7	P22255
RPOC_ECOLI	HFQ_ECOLI	P0A8T7	P0A6X3
SYDP_ECOLI	YCCS_ECOLI	P0A8U0	P75870
RPOB_ECOLI	ATPB_ECOLI	P0A8V2	P0ABB4
RPOB_ECOLI	PSTB_ECOLI	P0A8V2	P0AAH0
RPOB_ECOLI	EFTU1_ECOLI	P0A8V2	P0CE47
RPOB_ECOLI	EFTU1_ECOLI	P0A8V2	P0CE47
YQGE_ECOLI	ZAPB_ECOLI	P0A8W5	P0AF36
YJGA_ECOLI	SECA_ECOLI	P0A8X0	P10408
YIDA_ECOLI	DNAK_ECOLI	P0A8Y5	P0A6Y8
YIDA_ECOLI	EFTU1_ECOLI	P0A8Y5	P0CE47
YIDA_ECOLI	MNME_ECOLI	P0A8Y5	P25522
YBGC_ECOLI	RL2_ECOLI	P0A8Z3	P60422
YBGC_ECOLI	RL15_ECOLI	P0A8Z3	P02413
YBGC_ECOLI	YBGC_ECOLI	P0A8Z3	P0A8Z3
YBGC_ECOLI	RL28_ECOLI	P0A8Z3	P0A7M2
YBGC_ECOLI	RL29_ECOLI	P0A8Z3	P0A7M6
YBGC_ECOLI	RS11_ECOLI	P0A8Z3	P0A7R9
YBGC_ECOLI	RL16_ECOLI	P0A8Z3	P0ADY7
YBGC_ECOLI	RL4_ECOLI	P0A8Z3	P60723
YBGC_ECOLI	YNBC_ECOLI	P0A8Z3	P76092
YBGC_ECOLI	YBDL_ECOLI	P0A8Z3	P77806
BLC_ECOLI	SECB_ECOLI	P0A901	P0AG86
OMPA_ECOLI	MREB_ECOLI	P0A910	P0A9X4
OMPA_ECOLI	YEFI_ECOLI	P0A910	P37751
FABB_ECOLI	ACP_ECOLI	P0A953	P0A6A8
FABB_ECOLI	ERA_ECOLI	P0A953	P06616
FABB_ECOLI	ACP_ECOLI	P0A953	P0A6A8
YFBQ_ECOLI	EFTU1_ECOLI	P0A959	P0CE47
CSPD_ECOLI	DPPD_ECOLI	P0A968	P0AAG0
CSPD_ECOLI	DPPD_ECOLI	P0A968	P0AAG0
CSPE_ECOLI	SECA_ECOLI	P0A972	P10408
CSPE_ECOLI	HFQ_ECOLI	P0A972	P0A6X3
DPO3B_ECOLI	POXB_ECOLI	P0A988	P07003
DPO3B_ECOLI	PUTA_ECOLI	P0A988	P09546
DPO3B_ECOLI	HDA_ECOLI	P0A988	P69931
ALF1_ECOLI	DNAK_ECOLI	P0A991	P0A6Y8
GLPC_ECOLI	RL16_ECOLI	P0A996	P0ADY7
GLPC_ECOLI	YJGD_ECOLI	P0A996	P0AF90
FTNA_ECOLI	YADG_ECOLI	P0A998	P36879
FTSZ_ECOLI	RS2_ECOLI	P0A9A6	P0A7V0
FTSZ_ECOLI	RS10_ECOLI	P0A9A6	P0A7R5
FTSZ_ECOLI	DNAK_ECOLI	P0A9A6	P0A6Y8
FTSZ_ECOLI	FTSA_ECOLI	P0A9A6	P0ABH0
FTSZ_ECOLI	FTSZ_ECOLI	P0A9A6	P0A9A6
FTSZ_ECOLI	EFG_ECOLI	P0A9A6	P0A6M8
FTSZ_ECOLI	PSTB_ECOLI	P0A9A6	P0AAH0
FTSZ_ECOLI	ADD_ECOLI	P0A9A6	P22333
FTSZ_ECOLI	ISPG_ECOLI	P0A9A6	P62620
FTSZ_ECOLI	GATY_ECOLI	P0A9A6	P0C8J6
FTSZ_ECOLI	FTSK_ECOLI	P0A9A6	P46889
FTSZ_ECOLI	FTSK_ECOLI	P0A9A6	P46889
FTSZ_ECOLI	ISPG_ECOLI	P0A9A6	P62620
FTSZ_ECOLI	YBAY_ECOLI	P0A9A6	P77717
G3P1_ECOLI	DNAK_ECOLI	P0A9B2	P0A6Y8
G3P1_ECOLI	CPXR_ECOLI	P0A9B2	P0AE88
DAPD_ECOLI	GLNQ_ECOLI	P0A9D8	P10346
MNTR_ECOLI	METN_ECOLI	P0A9F1	P30750
LDCI_ECOLI	SECA_ECOLI	P0A9H3	P10408
CFA_ECOLI	PSTB_ECOLI	P0A9H7	P0AAH0
CFA_ECOLI	PSTB_ECOLI	P0A9H7	P0AAH0
RNG_ECOLI	HFQ_ECOLI	P0A9J0	P0A6X3
RNG_ECOLI	HFQ_ECOLI	P0A9J0	P0A6X3
PHOL_ECOLI	SECA_ECOLI	P0A9K3	P10408
PHOL_ECOLI	FABZ_ECOLI	P0A9K3	P0A6Q6
PHOL_ECOLI	PSS_ECOLI	P0A9K3	P23830
PHOU_ECOLI	PHOU_ECOLI	P0A9K7	P0A9K7
SLYD_ECOLI	GLPC_ECOLI	P0A9K9	P0A996
SLYD_ECOLI	SAPD_ECOLI	P0A9K9	P0AAH4
LON_ECOLI	SRP54_ECOLI	P0A9M0	P0AGD7
LON_ECOLI	SECB_ECOLI	P0A9M0	P0AG86
LON_ECOLI	HFQ_ECOLI	P0A9M0	P0A6X3
HPRT_ECOLI	GLNQ_ECOLI	P0A9M2	P10346
DLDH_ECOLI	DMA_ECOLI	P0A9P0	P0AEE8
DLDH_ECOLI	PLSB_ECOLI	P0A9P0	P0A7A7
DLDH_ECOLI	PHSM_ECOLI	P0A9P0	P00490
DLDH_ECOLI	DPO1_ECOLI	P0A9P0	P00582
DLDH_ECOLI	RNH_ECOLI	P0A9P0	P0A7Y4
DLDH_ECOLI	DNAA_ECOLI	P0A9P0	P03004
DLDH_ECOLI	UVRD_ECOLI	P0A9P0	P03018
DLDH_ECOLI	EX5A_ECOLI	P0A9P0	P04993
DLDH_ECOLI	CHEY_ECOLI	P0A9P0	P0AE67
DLDH_ECOLI	ODO1_ECOLI	P0A9P0	P0AFG3
DLDH_ECOLI	ODO2_ECOLI	P0A9P0	P0AFG6
DLDH_ECOLI	UVRY_ECOLI	P0A9P0	P0AED5
DLDH_ECOLI	UVRC_ECOLI	P0A9P0	P0A8G0
DLDH_ECOLI	CH60_ECOLI	P0A9P0	P0A6F5
DLDH_ECOLI	DPO3A_ECOLI	P0A9P0	P10443
DLDH_ECOLI	FUCM_ECOLI	P0A9P0	P0AEN8
DLDH_ECOLI	TOP3_ECOLI	P0A9P0	P14294
DLDH_ECOLI	RECQ_ECOLI	P0A9P0	P15043
DLDH_ECOLI	PARC_ECOLI	P0A9P0	P0AFI2
DLDH_ECOLI	END3_ECOLI	P0A9P0	P0AB83
DLDH_ECOLI	SURA_ECOLI	P0A9P0	P0ABZ6
DLDH_ECOLI	RECJ_ECOLI	P0A9P0	P21893
DLDH_ECOLI	LDCI_ECOLI	P0A9P0	P0A9H3
DLDH_ECOLI	YCEA_ECOLI	P0A9P0	P24188
DLDH_ECOLI	NUDB_ECOLI	P0A9P0	P0AFC0
DLDH_ECOLI	GLUQ_ECOLI	P0A9P0	P27305
DLDH_ECOLI	UBIE_ECOLI	P0A9P0	P0A887
DLDH_ECOLI	IBPA_ECOLI	P0A9P0	P0C054
DLDH_ECOLI	IBPB_ECOLI	P0A9P0	P0C058
DLDH_ECOLI	YJEF_ECOLI	P0A9P0	P31806
DLDH_ECOLI	TRMB_ECOLI	P0A9P0	P0A8I5
DLDH_ECOLI	DUSC_ECOLI	P0A9P0	P33371
DLDH_ECOLI	YEJF_ECOLI	P0A9P0	P33916
DLDH_ECOLI	NAPA_ECOLI	P0A9P0	P33937
DLDH_ECOLI	HRPB_ECOLI	P0A9P0	P37024
DLDH_ECOLI	YJGD_ECOLI	P0A9P0	P0AF90
DLDH_ECOLI	INTS_ECOLI	P0A9P0	P37326
DLDH_ECOLI	YRAN_ECOLI	P0A9P0	P45465
DLDH_ECOLI	YHBU_ECOLI	P0A9P0	P45527
DLDH_ECOLI	YBCJ_ECOLI	P0A9P0	P0AAS7
DLDH_ECOLI	YGFF_ECOLI	P0A9P0	P52037
DLDH_ECOLI	ZNUC_ECOLI	P0A9P0	P0A9X1
DLDH_ECOLI	YBHK_ECOLI	P0A9P0	P75767
DLDH_ECOLI	YBJX_ECOLI	P0A9P0	P75829
DLDH_ECOLI	YFIQ_ECOLI	P0A9P0	P76594
DLDH_ECOLI	YDAM_ECOLI	P0A9P0	P77302
DLDH_ECOLI	PHOL_ECOLI	P0A9P0	P0A9K3
DLDH_ECOLI	PINR_ECOLI	P0A9P0	P0ADI0
DEAD_ECOLI	ACP_ECOLI	P0A9P6	P0A6A8
DEAD_ECOLI	HFQ_ECOLI	P0A9P6	P0A6X3
DEAD_ECOLI	RNE_ECOLI	P0A9P6	P21513
DEAD_ECOLI	RNE_ECOLI	P0A9P6	P21513
DEAD_ECOLI	PSS_ECOLI	P0A9P6	P23830
DEAD_ECOLI	HFQ_ECOLI	P0A9P6	P0A6X3
ACCD_ECOLI	FTSA_ECOLI	P0A9Q5	P0ABH0
ADHE_ECOLI	SRP54_ECOLI	P0A9Q7	P0AGD7
FTSE_ECOLI	RS2_ECOLI	P0A9R7	P0A7V0
FTSE_ECOLI	RS10_ECOLI	P0A9R7	P0A7R5
FTSE_ECOLI	RL22_ECOLI	P0A9R7	P61175
FTSE_ECOLI	MURB_ECOLI	P0A9R7	P08373
FTSE_ECOLI	EFTU1_ECOLI	P0A9R7	P0CE47
FTSE_ECOLI	FTSE_ECOLI	P0A9R7	P0A9R7
FTSE_ECOLI	SBCC_ECOLI	P0A9R7	P13458
FTSE_ECOLI	HLDD_ECOLI	P0A9R7	P67910
FTSE_ECOLI	MURE_ECOLI	P0A9R7	P22188
FTSE_ECOLI	YNAA_ECOLI	P0A9R7	P77658
GLDA_ECOLI	NARZ_ECOLI	P0A9S5	P19319
TAS_ECOLI	MNMG_ECOLI	P0A9T4	P0A6U3
YBBA_ECOLI	YBBA_ECOLI	P0A9T8	P0A9T8
YBHF_ECOLI	RPOB_ECOLI	P0A9U1	P0A8V2
YBHF_ECOLI	ODP2_ECOLI	P0A9U1	P06959
YBHF_ECOLI	RLUB_ECOLI	P0A9U1	P37765
YBHF_ECOLI	YBHK_ECOLI	P0A9U1	P75767
YBHF_ECOLI	YBHK_ECOLI	P0A9U1	P75767
YBHF_ECOLI	YBHF_ECOLI	P0A9U1	P0A9U1
YBIT_ECOLI	TOP1_ECOLI	P0A9U3	P06612
LPTB_ECOLI	USPF_ECOLI	P0A9V1	P37903
ULAR_ECOLI	DLDH_ECOLI	P0A9W0	P0A9P0
ULAR_ECOLI	DNAK_ECOLI	P0A9W0	P0A6Y8
YJJK_ECOLI	DPO1_ECOLI	P0A9W3	P00582
YJJK_ECOLI	YMFD_ECOLI	P0A9W3	P75967
ZNUC_ECOLI	RS5_ECOLI	P0A9X1	P0A7W1
ZNUC_ECOLI	RL4_ECOLI	P0A9X1	P60723
ZNUC_ECOLI	RL7_ECOLI	P0A9X1	P0A7K2
ZNUC_ECOLI	CH60_ECOLI	P0A9X1	P0A6F5
ZNUC_ECOLI	CH60_ECOLI	P0A9X1	P0A6F5
ZNUC_ECOLI	CH10_ECOLI	P0A9X1	P0A6F9
ZNUC_ECOLI	ZNUC_ECOLI	P0A9X1	P0A9X1
ZNUC_ECOLI	YNBC_ECOLI	P0A9X1	P76092
MREB_ECOLI	RIR1_ECOLI	P0A9X4	P00452
MREB_ECOLI	RPOB_ECOLI	P0A9X4	P0A8V2
MREB_ECOLI	RPOC_ECOLI	P0A9X4	P0A8T7
MREB_ECOLI	SYGA_ECOLI	P0A9X4	P00960
MREB_ECOLI	MALK_ECOLI	P0A9X4	P68187
MREB_ECOLI	CLPB_ECOLI	P0A9X4	P63284
MREB_ECOLI	KEFC_ECOLI	P0A9X4	P03819
MREB_ECOLI	RNPH_ECOLI	P0A9X4	P0CG19
MREB_ECOLI	DNAK_ECOLI	P0A9X4	P0A6Y8
MREB_ECOLI	PNP_ECOLI	P0A9X4	P05055
MREB_ECOLI	FTSZ_ECOLI	P0A9X4	P0A9A6
MREB_ECOLI	MALT_ECOLI	P0A9X4	P06993
MREB_ECOLI	DNAJ_ECOLI	P0A9X4	P08622
MREB_ECOLI	DNAJ_ECOLI	P0A9X4	P08622
MREB_ECOLI	GYRA_ECOLI	P0A9X4	P0AES4
MREB_ECOLI	NARG_ECOLI	P0A9X4	P09152
MREB_ECOLI	CH10_ECOLI	P0A9X4	P0A6F9
MREB_ECOLI	CH10_ECOLI	P0A9X4	P0A6F9
MREB_ECOLI	HSLU_ECOLI	P0A9X4	P0A6H5
MREB_ECOLI	RECA_ECOLI	P0A9X4	P0A7G6
MREB_ECOLI	RPOA_ECOLI	P0A9X4	P0A7Z4
MREB_ECOLI	YBED_ECOLI	P0A9X4	P0A8J4
MREB_ECOLI	FTSZ_ECOLI	P0A9X4	P0A9A6
MREB_ECOLI	HYBG_ECOLI	P0A9X4	P0AAM7
MREB_ECOLI	ATPB_ECOLI	P0A9X4	P0ABB4
MREB_ECOLI	RHO_ECOLI	P0A9X4	P0AG30
MREB_ECOLI	GATY_ECOLI	P0A9X4	P0C8J6
MREB_ECOLI	SECA_ECOLI	P0A9X4	P10408
MREB_ECOLI	CSRD_ECOLI	P0A9X4	P13518
MREB_ECOLI	MREB_ECOLI	P0A9X4	P0A9X4
MREB_ECOLI	NUSG_ECOLI	P0A9X4	P0AFG0
MREB_ECOLI	MIND_ECOLI	P0A9X4	P0AEZ3
MREB_ECOLI	PARC_ECOLI	P0A9X4	P0AFI2
MREB_ECOLI	PHOP_ECOLI	P0A9X4	P23836
MREB_ECOLI	RADA_ECOLI	P0A9X4	P24554
MREB_ECOLI	IBPB_ECOLI	P0A9X4	P0C058
MREB_ECOLI	YJBH_ECOLI	P0A9X4	P32689
MREB_ECOLI	CLPX_ECOLI	P0A9X4	P0A6H1
MREB_ECOLI	NUOCD_ECOLI	P0A9X4	P33599
MREB_ECOLI	RLMN_ECOLI	P0A9X4	P36979
MREB_ECOLI	PTKB_ECOLI	P0A9X4	P37188
MREB_ECOLI	GATY_ECOLI	P0A9X4	P0C8J6
MREB_ECOLI	USPG_ECOLI	P0A9X4	P39177
MREB_ECOLI	MALK_ECOLI	P0A9X4	P68187
MREB_ECOLI	YDIH_ECOLI	P0A9X4	P64476
MREB_ECOLI	DXS_ECOLI	P0A9X4	P77488
CSPA_ECOLI	YBHF_ECOLI	P0A9X9	P0A9U1
CSPC_ECOLI	HFQ_ECOLI	P0A9Y6	P0A6X3
CSPC_ECOLI	YEFI_ECOLI	P0A9Y6	P37751
GLNB_ECOLI	GLNK_ECOLI	P0A9Z1	P0AC55
PTHP_ECOLI	PTGA_ECOLI	P0AA04	P69783
RL13_ECOLI	PLSB_ECOLI	P0AA10	P0A7A7
RL13_ECOLI	LEPA_ECOLI	P0AA10	P60785
RL13_ECOLI	HFQ_ECOLI	P0AA10	P0A6X3
RL13_ECOLI	ATPG_ECOLI	P0AA10	P0ABA6
RL13_ECOLI	KDSC_ECOLI	P0AA10	P0ABZ4
RL13_ECOLI	LPXB_ECOLI	P0AA10	P10441
RL13_ECOLI	RNE_ECOLI	P0AA10	P21513
RL13_ECOLI	HFQ_ECOLI	P0AA10	P0A6X3
RL13_ECOLI	MNME_ECOLI	P0AA10	P25522
RL13_ECOLI	YADG_ECOLI	P0AA10	P36879
RL13_ECOLI	YEFI_ECOLI	P0AA10	P37751
RL13_ECOLI	YBJX_ECOLI	P0AA10	P75829
RLUC_ECOLI	SECA_ECOLI	P0AA39	P10408
RLUC_ECOLI	PSS_ECOLI	P0AA39	P23830
UBID_ECOLI	T1MK_ECOLI	P0AAB4	P08957
YCCA_ECOLI	ARTP_ECOLI	P0AAC6	P0AAF6
ARAG_ECOLI	UVRD_ECOLI	P0AAF3	P03018
ARAG_ECOLI	METQ_ECOLI	P0AAF3	P28635
ARTP_ECOLI	TOP1_ECOLI	P0AAF6	P06612
ARTP_ECOLI	YCCA_ECOLI	P0AAF6	P0AAC6
ARTP_ECOLI	PPK_ECOLI	P0AAF6	P0A7B1
ARTP_ECOLI	PPK_ECOLI	P0AAF6	P0A7B1
ARTP_ECOLI	ARTP_ECOLI	P0AAF6	P0AAF6
GLTL_ECOLI	SLYD_ECOLI	P0AAG3	P0A9K9
GLTL_ECOLI	GLTI_ECOLI	P0AAG3	P37902
PSTB_ECOLI	RNPH_ECOLI	P0AAH0	P0CG19
PSTB_ECOLI	FTSZ_ECOLI	P0AAH0	P0A9A6
PSTB_ECOLI	MALT_ECOLI	P0AAH0	P06993
PSTB_ECOLI	PSTB_ECOLI	P0AAH0	P0AAH0
PSTB_ECOLI	DNAJ_ECOLI	P0AAH0	P08622
